"Category","Term","Count","List Total","Pop Hits","Pop Total","P-Value","Benjamini","Fold Enrichment","Bonferroni","FDR","Fisher Exact","User Ids"
"INTERPRO","HD","6","147","267","22338","3.12e-2","1.00e+0","3.41","1.00e+0","1.00e+0","8.59e-3","MEIS1,LHX1,IRX3,ALX3,NKX1-1,HOXB1"
"GOTERM_BP_DIRECT","anterior/posterior pattern specification","4","144","127","26481","3.16e-2","4.21e-1","5.79","1.00e+0","4.11e-1","5.17e-3","LHX1,HES1,NR2F2,HOXB1"
"GOTERM_MF_DIRECT","nuclear receptor binding","3","143","48","24402","3.19e-2","6.41e-1","10.67","1.00e+0","6.34e-1","2.81e-3","NRIP1,CTNNB1,HIF1A"
"GOTERM_BP_DIRECT","S-shaped body morphogenesis","2","144","6","26481","3.20e-2","4.21e-1","61.30","1.00e+0","4.11e-1","4.34e-4","LHX1,HES1"
"GOTERM_BP_DIRECT","cardiac neural crest cell development involved in outflow tract morphogenesis","2","144","6","26481","3.20e-2","4.21e-1","61.30","1.00e+0","4.11e-1","4.34e-4","JAG1,HES1"
"GOTERM_BP_DIRECT","ureteric bud morphogenesis","2","144","6","26481","3.20e-2","4.21e-1","61.30","1.00e+0","4.11e-1","4.34e-4","WNT11,HES1"
"GOTERM_BP_DIRECT","regulation of voltage-gated calcium channel activity","2","144","6","26481","3.20e-2","4.21e-1","61.30","1.00e+0","4.11e-1","4.34e-4","CACNB2,HPCA"
"KEGG_PATHWAY","Dilated cardiomyopathy","4","76","103","11151","3.20e-2","3.36e-1","5.70","9.93e-1","3.20e-1","5.30e-3","CACNB2,ITGB5,TPM1,ITGAV"
"GOTERM_BP_DIRECT","branching involved in ureteric bud morphogenesis","3","144","52","26481","3.22e-2","4.21e-1","10.61","1.00e+0","4.11e-1","2.86e-3","LHX1,PTCH1,CTNNB1"
"INTERPRO","Homeobox_CS","5","147","183","22338","3.23e-2","1.00e+0","4.15","1.00e+0","1.00e+0","7.36e-3","LHX1,IRX3,ALX3,NKX1-1,HOXB1"
"KEGG_PATHWAY","Human papillomavirus infection","7","76","357","11151","3.27e-2","3.36e-1","2.88","9.94e-1","3.20e-1","1.07e-2","JAG1,WNT11,ITGB5,CTNNB1,HES1,ITGAV,FOXO1"
"GOTERM_BP_DIRECT","positive regulation of canonical Wnt signaling pathway","4","144","129","26481","3.29e-2","4.27e-1","5.70","1.00e+0","4.17e-1","5.46e-3","LYPD6,FGFR3,DKK2,WLS"
"GOTERM_BP_DIRECT","positive regulation of intracellular signal transduction","3","144","53","26481","3.33e-2","4.29e-1","10.41","1.00e+0","4.19e-1","3.02e-3","EFNA1,ARRB1,ITGAV"
"UP_KW_DOMAIN","Homeobox","6","114","239","15097","3.38e-2","3.00e-1","3.32","4.23e-1","2.81e-1","9.54e-3","MEIS1,LHX1,IRX3,ALX3,NKX1-1,HOXB1"
"GOTERM_CC_DIRECT","anchoring junction","4","144","132","26676","3.43e-2","3.31e-1","5.61","1.00e+0","3.14e-1","5.77e-3","TIAM1,PTPRU,CTNNB1,KAZN"
"GOTERM_BP_DIRECT","cell migration","6","144","332","26481","3.45e-2","4.35e-1","3.32","1.00e+0","4.25e-1","9.78e-3","EFNA1,TIAM1,ITGB5,HES1,ITGAV,MERTK"
"GOTERM_MF_DIRECT","transcription corepressor activity","5","143","211","24402","3.51e-2","6.41e-1","4.04","1.00e+0","6.34e-1","8.18e-3","NRIP1,FHL2,HMGA2,TBX6,IRF2BPL"
"GOTERM_BP_DIRECT","negative regulation of cell adhesion","3","144","55","26481","3.57e-2","4.35e-1","10.03","1.00e+0","4.25e-1","3.36e-3","PLXNB2,ADAM10,DSCAML1"
"GOTERM_BP_DIRECT","cell maturation","3","144","55","26481","3.57e-2","4.35e-1","10.03","1.00e+0","4.25e-1","3.36e-3","CTNNB1,HES1,FANCE"
"GOTERM_MF_DIRECT","protein phosphatase binding","4","143","124","24402","3.59e-2","6.41e-1","5.50","1.00e+0","6.34e-1","6.16e-3","CTNNB1,IRS2,KCNN4,SKAP1"
"GOTERM_CC_DIRECT","signaling receptor complex","5","144","231","26676","3.61e-2","3.35e-1","4.01","1.00e+0","3.17e-1","8.48e-3","ITGB5,GRIK1,BMPR1B,MERTK,FGFR3"
"GOTERM_BP_DIRECT","stem cell differentiation","3","144","56","26481","3.69e-2","4.35e-1","9.85","1.00e+0","4.25e-1","3.54e-3","SOX2,LIN28A,HMGA2"
"GOTERM_BP_DIRECT","negative regulation of fat cell differentiation","3","144","56","26481","3.69e-2","4.35e-1","9.85","1.00e+0","4.25e-1","3.54e-3","JAG1,RORA,FOXO1"
"GOTERM_BP_DIRECT","response to retinoic acid","3","144","56","26481","3.69e-2","4.35e-1","9.85","1.00e+0","4.25e-1","3.54e-3","SOX2,PTCH1,MEST"
"GOTERM_BP_DIRECT","cell communication","3","144","56","26481","3.69e-2","4.35e-1","9.85","1.00e+0","4.25e-1","3.54e-3","JAG2,JAG1,DLL1"
"GOTERM_BP_DIRECT","chondrocyte differentiation","3","144","56","26481","3.69e-2","4.35e-1","9.85","1.00e+0","4.25e-1","3.54e-3","HMGA2,BMPR1B,SOX5"
"GOTERM_MF_DIRECT","nuclear estrogen receptor binding","3","143","52","24402","3.69e-2","6.41e-1","9.84","1.00e+0","6.34e-1","3.53e-3","NRIP1,CTNNB1,ARRB1"
"GOTERM_BP_DIRECT","regulation of developmental growth","2","144","7","26481","3.72e-2","4.35e-1","52.54","1.00e+0","4.25e-1","6.06e-4","FGFR3,DLL1"
"GOTERM_BP_DIRECT","mesonephric duct development","2","144","7","26481","3.72e-2","4.35e-1","52.54","1.00e+0","4.25e-1","6.06e-4","WNT11,LHX1"
"GOTERM_BP_DIRECT","positive regulation of B cell receptor signaling pathway","2","144","7","26481","3.72e-2","4.35e-1","52.54","1.00e+0","4.25e-1","6.06e-4","PRKCH,SLC39A10"
"GOTERM_BP_DIRECT","positive regulation of phospholipase activity","2","144","7","26481","3.72e-2","4.35e-1","52.54","1.00e+0","4.25e-1","6.06e-4","HPCA,FGFR3"
"GOTERM_BP_DIRECT","positive regulation of epithelial to mesenchymal transition","3","144","57","26481","3.81e-2","4.42e-1","9.68","1.00e+0","4.32e-1","3.72e-3","CTNNB1,BMP7,BCL9L"
"GOTERM_MF_DIRECT","DNA-binding transcription repressor activity, RNA polymerase II-specific","6","143","318","24402","3.86e-2","6.41e-1","3.22","1.00e+0","6.34e-1","1.13e-2","IRX3,HES1,NR2F2,TBX6,FOXP4,FOXO1"
"GOTERM_CC_DIRECT","protein-containing complex","11","144","989","26676","4.06e-2","3.62e-1","2.06","1.00e+0","3.43e-1","1.85e-2","UVRAG,DPYSL5,LHX1,TPM1,CTNNB1,TRP63,AQP4,HES1,STT3B,HIF1A,SKAP1"
"GOTERM_BP_DIRECT","embryonic skeletal system morphogenesis","3","144","59","26481","4.06e-2","4.64e-1","9.35","1.00e+0","4.53e-1","4.10e-3","ALX3,HOXB1,DSCAML1"
"GOTERM_BP_DIRECT","negative regulation of Wnt signaling pathway","3","144","59","26481","4.06e-2","4.64e-1","9.35","1.00e+0","4.53e-1","4.10e-3","SOX2,HMGA2,DKK2"
"GOTERM_MF_DIRECT","identical protein binding","20","143","2135","24402","4.12e-2","6.54e-1","1.60","1.00e+0","6.47e-1","2.44e-2","PTPRU,RBPMS,TPM1,HPCA,FHL2,TRP63,AQP4,GRIK1,MSI2,FOXP4,CACNB2,LMAN1,PPP1R13L,DMRTA1,PADI3,HES1,KIFC3,FGFR3,SIL1,WLS"
"GOTERM_BP_DIRECT","negative regulation of endothelial cell differentiation","2","144","8","26481","4.24e-2","4.81e-1","45.97","1.00e+0","4.70e-1","8.05e-4","JAG1,DSG2"
"SMART","FN3","5","95","153","10959","4.24e-2","1.00e+0","3.77","9.89e-1","1.00e+0","1.05e-2","PTPRU,BOC,CNTN2,MERTK,DSCAML1"
"GOTERM_BP_DIRECT","cellular response to interleukin-1","3","144","61","26481","4.31e-2","4.85e-1","9.04","1.00e+0","4.74e-1","4.50e-3","HES1,RORA,HIF1A"
"GOTERM_MF_DIRECT","SMAD binding","3","143","57","24402","4.36e-2","6.63e-1","8.98","1.00e+0","6.56e-1","4.58e-3","CTNNB1,HMGA2,BMPR1B"
"GOTERM_BP_DIRECT","positive regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction","5","144","244","26481","4.36e-2","4.88e-1","3.77","1.00e+0","4.77e-1","1.09e-2","LIN28A,TPBG,IRS2,MERTK,FGFR3"
"GOTERM_BP_DIRECT","morphogenesis of an epithelium","3","144","62","26481","4.44e-2","4.93e-1","8.90","1.00e+0","4.81e-1","4.71e-3","JAG2,JAG1,FGFR3"
"GOTERM_CC_DIRECT","protein-DNA complex","3","144","63","26676","4.51e-2","3.77e-1","8.82","1.00e+0","3.58e-1","4.83e-3","TEAD4,CTNNB1,HMGA2"
"GOTERM_BP_DIRECT","regulation of apoptotic process","5","144","247","26481","4.53e-2","4.99e-1","3.72","1.00e+0","4.88e-1","1.14e-2","ALX3,CTNNB1,TRP63,ARRB1,FGFR3"
"GOTERM_CC_DIRECT","perinuclear region of cytoplasm","10","144","872","26676","4.55e-2","3.77e-1","2.12","1.00e+0","3.58e-1","2.01e-2","JAG2,OFCC1,ABCA1,GALNT2,PTCH1,GALNT1,PMP22,CTNNB1,FGFR3,DEF6"
"GOTERM_BP_DIRECT","protein O-linked glycosylation","3","144","63","26481","4.57e-2","5.00e-1","8.76","1.00e+0","4.88e-1","4.93e-3","GALNT2,GALNT1,B3GNT2"
"INTERPRO","FN3_dom","5","147","207","22338","4.69e-2","1.00e+0","3.67","1.00e+0","1.00e+0","1.20e-2","PTPRU,BOC,CNTN2,MERTK,DSCAML1"
"KEGG_PATHWAY","Thyroid hormone signaling pathway","4","76","120","11151","4.69e-2","4.52e-1","4.89","9.99e-1","4.31e-1","9.02e-3","CTNNB1,ITGAV,HIF1A,FOXO1"
"GOTERM_MF_DIRECT","protein kinase binding","8","143","564","24402","4.72e-2","6.66e-1","2.42","1.00e+0","6.58e-1","1.83e-2","CACNB2,IBTK,PLK2,CTNNB1,IRS2,HIF1A,RND3,SKAP1"
"GOTERM_BP_DIRECT","skin epidermis development","2","144","9","26481","4.76e-2","5.07e-1","40.87","1.00e+0","4.95e-1","1.03e-3","TRP63,DLL1"
"GOTERM_BP_DIRECT","positive regulation of cell proliferation in bone marrow","2","144","9","26481","4.76e-2","5.07e-1","40.87","1.00e+0","4.95e-1","1.03e-3","HMGA2,FGFR3"
"GOTERM_BP_DIRECT","regulation of apoptotic signaling pathway","2","144","9","26481","4.76e-2","5.07e-1","40.87","1.00e+0","4.95e-1","1.03e-3","PMP22,TRP63"
"GOTERM_BP_DIRECT","adenohypophysis development","2","144","9","26481","4.76e-2","5.07e-1","40.87","1.00e+0","4.95e-1","1.03e-3","SOX2,HES1"
"UP_SEQ_FEATURE","DOMAIN:SH3","5","144","212","22331","4.77e-2","1.00e+0","3.66","1.00e+0","9.94e-1","1.22e-2","CACNB2,NCF2,PPP1R13L,SKAP1,MPP7"
"GOTERM_CC_DIRECT","apical plasma membrane","7","144","487","26676","4.77e-2","3.82e-1","2.66","1.00e+0","3.62e-1","1.68e-2","JAG1,SLC39A10,CTNNB1,DSG2,KCNN4,DLL1,AJAP1"
"UP_KW_DOMAIN","Repeat","46","114","4833","15097","4.78e-2","3.00e-1","1.26","5.43e-1","2.81e-1","3.66e-2","PTPRU,ITGB5,NCF2,HPCA,FHL2,LDLRAD3,AQP4,MSI2,DLL1,HIF1A,FBLN2,WFDC2,PCBP3,PPP1R13L,NRIP1,BOC,ITGAV,PHLDA1,JAG2,ABCA1,MBNL1,JAG1,PRKCH,KLF13,HACE1,PLK2,TPBG,TTC7B,HMGA2,KAZN,MERTK,KLF15,MPP7,TIAM1,IBTK,LIN28A,PDE10A,LHX1,PLXNB2,CTNNB1,CNTN2,DSG2,FGFR3,PDZRN3,MYL9,DSCAML1"
"GOTERM_MF_DIRECT","transcription cis-regulatory region binding","6","143","339","24402","4.85e-2","6.66e-1","3.02","1.00e+0","6.58e-1","1.50e-2","SOX2,HMGA2,ARID5B,TRP63,KLF15,SOX5"
"GOTERM_MF_DIRECT","transcription coactivator binding","3","143","61","24402","4.92e-2","6.66e-1","8.39","1.00e+0","6.58e-1","5.53e-3","RORA,HIF1A,FOXO1"
"INTERPRO","EGF-like_Ca-bd_dom","4","147","126","22338","4.98e-2","1.00e+0","4.82","1.00e+0","1.00e+0","9.70e-3","JAG2,JAG1,FBLN2,DLL1"
"INTERPRO","FN3_sf","5","147","211","22338","5.00e-2","1.00e+0","3.60","1.00e+0","1.00e+0","1.30e-2","PTPRU,BOC,CNTN2,MERTK,DSCAML1"
"UP_KW_MOLECULAR_FUNCTION","DNA-binding","23","102","1959","12834","5.03e-2","5.34e-1","1.48","9.12e-1","5.34e-1","3.23e-2","TEAD4,KLF13,IRX3,HMGA2,ARID5B,TRP63,RORA,NR2F2,TBX6,FOXP4,KLF15,HIF1A,FOXO1,SOX2,MEIS1,PCBP3,LHX1,DMRTA1,ALX3,NKX1-1,HES1,HOXB1,SOX5"
"INTERPRO","SH3-like_dom_sf","5","147","213","22338","5.13e-2","1.00e+0","3.57","1.00e+0","1.00e+0","1.34e-2","CACNB2,NCF2,PPP1R13L,SKAP1,MPP7"
"UP_KW_PTM","Glycoprotein","49","121","4604","14135","5.16e-2","2.19e-1","1.24","5.71e-1","2.19e-1","4.00e-2","SLC35B3,PHTF2,PTPRU,CD83,ITGB5,TMEM94,LDLRAD3,AQP4,GRIK1,EDNRB,BOC,PIEZO2,LIPM,ITGAV,SIL1,WLS,CHST9,ADAM10,SLC39A10,DKK2,B3GNT2,ASPHD2,DSG2,DSCAML1,PKDCC,NXPH3,FBLN2,DLL1,LYPD6,NKAIN1,WNT11,ASIC2,MEST,ABCA1,JAG2,JAG1,GALNT2,PTCH1,GALNT1,TPBG,MERTK,BMP7,EFNA1,PMP22,PLXNB2,CTNNB1,CNTN2,STT3B,FGFR3"
"GOTERM_BP_DIRECT","negative regulation of thymocyte apoptotic process","2","144","10","26481","5.27e-2","5.36e-1","36.78","1.00e+0","5.23e-1","1.28e-3","EFNA1,HIF1A"
"GOTERM_BP_DIRECT","multicellular organismal-level homeostasis","2","144","10","26481","5.27e-2","5.36e-1","36.78","1.00e+0","5.23e-1","1.28e-3","PPP1R13L,DLL1"
"GOTERM_BP_DIRECT","connective tissue replacement involved in inflammatory response wound healing","2","144","10","26481","5.27e-2","5.36e-1","36.78","1.00e+0","5.23e-1","1.28e-3","FILIP1L,HIF1A"
"GOTERM_BP_DIRECT","negative regulation of low-density lipoprotein particle clearance","2","144","10","26481","5.27e-2","5.36e-1","36.78","1.00e+0","5.23e-1","1.28e-3","MYLIP,ITGAV"
"GOTERM_BP_DIRECT","negative regulation of glial cell apoptotic process","2","144","10","26481","5.27e-2","5.36e-1","36.78","1.00e+0","5.23e-1","1.28e-3","PRKCH,DLL1"
"GOTERM_BP_DIRECT","negative regulation of mitotic nuclear division","2","144","10","26481","5.27e-2","5.36e-1","36.78","1.00e+0","5.23e-1","1.28e-3","BMP7,FGFR3"
"GOTERM_BP_DIRECT","detection of mechanical stimulus involved in sensory perception","2","144","10","26481","5.27e-2","5.36e-1","36.78","1.00e+0","5.23e-1","1.28e-3","PIEZO2,ASIC2"
"GOTERM_MF_DIRECT","transcription coregulator activity","4","143","147","24402","5.43e-2","7.08e-1","4.64","1.00e+0","7.01e-1","1.10e-2","SUPT20,NRIP1,HMGA2,PPRC1"
"GOTERM_CC_DIRECT","bicellular tight junction","4","144","159","26676","5.44e-2","4.21e-1","4.66","1.00e+0","3.99e-1","1.10e-2","PMP22,CTNNB1,FRMD4B,MPP7"
"KEGG_PATHWAY","Rap1 signaling pathway","5","76","214","11151","5.59e-2","4.96e-1","3.43","1.00e+0","4.73e-1","1.53e-2","EFNA1,TIAM1,CTNNB1,FGFR3,SKAP1"
"UP_SEQ_FEATURE","CROSSLNK:Glycyl lysine isopeptide (Lys-Gly) (interchain with G-Cter in ubiquitin)","6","144","322","22331","5.65e-2","1.00e+0","2.89","1.00e+0","9.94e-1","1.83e-2","TIAM1,PTCH1,TRP63,IRS2,HIF1A,DLL1"
"GOTERM_MF_DIRECT","cyclic-nucleotide phosphodiesterase activity","2","143","10","24402","5.67e-2","7.14e-1","34.13","1.00e+0","7.06e-1","1.49e-3","PDE10A,MPPED1"
"INTERPRO","Ig_I-set","4","147","133","22338","5.68e-2","1.00e+0","4.57","1.00e+0","1.00e+0","1.17e-2","BOC,CNTN2,FGFR3,DSCAML1"
"INTERPRO","Growth_fac_rcpt_cys_sf","4","147","133","22338","5.68e-2","1.00e+0","4.57","1.00e+0","1.00e+0","1.17e-2","JAG2,JAG1,FBLN2,DLL1"
"UP_KW_MOLECULAR_FUNCTION","Integrin","3","102","49","12834","5.68e-2","5.34e-1","7.70","9.36e-1","5.34e-1","6.89e-3","ITGB5,ADAM10,ITGAV"
"INTERPRO","Snake_toxin-like_sf","3","147","59","22338","5.70e-2","1.00e+0","7.73","1.00e+0","1.00e+0","6.93e-3","BMPR1B,LYPD6,LY6G6E"
"INTERPRO","SH3_domain","5","147","221","22338","5.73e-2","1.00e+0","3.44","1.00e+0","1.00e+0","1.56e-2","CACNB2,NCF2,PPP1R13L,SKAP1,MPP7"
"GOTERM_CC_DIRECT","extrinsic component of postsynaptic density membrane","2","144","11","26676","5.74e-2","4.30e-1","33.68","1.00e+0","4.08e-1","1.54e-3","TIAM1,PDE10A"
"GOTERM_BP_DIRECT","lung-associated mesenchyme development","2","144","11","26481","5.78e-2","5.59e-1","33.44","1.00e+0","5.46e-1","1.56e-3","WNT11,CTNNB1"
"GOTERM_BP_DIRECT","tube morphogenesis","2","144","11","26481","5.78e-2","5.59e-1","33.44","1.00e+0","5.46e-1","1.56e-3","JAG1,BMP7"
"GOTERM_BP_DIRECT","mesenchymal to epithelial transition","2","144","11","26481","5.78e-2","5.59e-1","33.44","1.00e+0","5.46e-1","1.56e-3","CTNNB1,DSG2"
"GOTERM_BP_DIRECT","response to alkaloid","2","144","11","26481","5.78e-2","5.59e-1","33.44","1.00e+0","5.46e-1","1.56e-3","PTCH1,HES1"
"GOTERM_BP_DIRECT","fat pad development","2","144","11","26481","5.78e-2","5.59e-1","33.44","1.00e+0","5.46e-1","1.56e-3","HMGA2,ARID5B"
"GOTERM_BP_DIRECT","embryonic foregut morphogenesis","2","144","11","26481","5.78e-2","5.59e-1","33.44","1.00e+0","5.46e-1","1.56e-3","CTNNB1,FOXP4"
"GOTERM_BP_DIRECT","desensitization of G protein-coupled receptor signaling pathway","2","144","11","26481","5.78e-2","5.59e-1","33.44","1.00e+0","5.46e-1","1.56e-3","ARRB1,LY6G6E"
"GOTERM_BP_DIRECT","response to mechanical stimulus","3","144","72","26481","5.79e-2","5.59e-1","7.66","1.00e+0","5.46e-1","7.14e-3","PTCH1,PIEZO2,ASIC2"
"KEGG_PATHWAY","Hedgehog signaling pathway","3","76","58","11151","5.79e-2","4.96e-1","7.59","1.00e+0","4.73e-1","7.18e-3","PTCH1,BOC,ARRB1"
"UP_SEQ_FEATURE","DOMAIN:Fibronectin type-III 4","3","144","62","22331","6.00e-2","1.00e+0","7.50","1.00e+0","9.94e-1","7.52e-3","PTPRU,CNTN2,DSCAML1"
"GOTERM_BP_DIRECT","negative regulation of cell migration","4","144","165","26481","6.02e-2","5.76e-1","4.46","1.00e+0","5.62e-1","1.27e-2","PTPRU,JAG1,TPM1,CYP1B1"
"GOTERM_BP_DIRECT","regulation of alternative mRNA splicing, via spliceosome","3","144","74","26481","6.08e-2","5.76e-1","7.46","1.00e+0","5.62e-1","7.70e-3","MBNL1,RBPMS,THUMPD2"
"UP_SEQ_FEATURE","DOMAIN:EGF-like 16; calcium-binding","2","144","10","22331","6.22e-2","1.00e+0","31.02","1.00e+0","9.94e-1","1.80e-3","JAG2,JAG1"
"UP_SEQ_FEATURE","DOMAIN:EGF-like 15; calcium-binding","2","144","10","22331","6.22e-2","1.00e+0","31.02","1.00e+0","9.94e-1","1.80e-3","JAG2,JAG1"
"GOTERM_BP_DIRECT","vagina development","2","144","12","26481","6.29e-2","5.76e-1","30.65","1.00e+0","5.62e-1","1.87e-3","LHX1,MERTK"
"GOTERM_BP_DIRECT","response to sodium phosphate","2","144","12","26481","6.29e-2","5.76e-1","30.65","1.00e+0","5.62e-1","1.87e-3","EDNRB,FGFR3"
"GOTERM_BP_DIRECT","lung epithelium development","2","144","12","26481","6.29e-2","5.76e-1","30.65","1.00e+0","5.62e-1","1.87e-3","HMGA2,FOXP4"
"GOTERM_BP_DIRECT","podocyte differentiation","2","144","12","26481","6.29e-2","5.76e-1","30.65","1.00e+0","5.62e-1","1.87e-3","EDNRB,KLF15"
"GOTERM_BP_DIRECT","nephron development","2","144","12","26481","6.29e-2","5.76e-1","30.65","1.00e+0","5.62e-1","1.87e-3","JAG1,DLL1"
"GOTERM_BP_DIRECT","positive regulation of heterotypic cell-cell adhesion","2","144","12","26481","6.29e-2","5.76e-1","30.65","1.00e+0","5.62e-1","1.87e-3","BMP7,SKAP1"
"GOTERM_BP_DIRECT","negative regulation of cell adhesion mediated by integrin","2","144","12","26481","6.29e-2","5.76e-1","30.65","1.00e+0","5.62e-1","1.87e-3","EFNA1,CYP1B1"
"GOTERM_CC_DIRECT","glutamatergic synapse","10","144","930","26676","6.32e-2","4.52e-1","1.99","1.00e+0","4.29e-1","2.96e-2","TIAM1,LMAN1,PDE10A,ITGB5,DPYSL5,HPCA,CTNNB1,ADAM10,GRIK1,ARRB1"
"INTERPRO","Activin_recp","2","147","10","22338","6.35e-2","1.00e+0","30.39","1.00e+0","1.00e+0","1.87e-3","BMPR1B,LY6G6E"
"UP_SEQ_FEATURE","TOPO_DOM:Lumenal","9","144","664","22331","6.40e-2","1.00e+0","2.10","1.00e+0","9.94e-1","2.84e-2","CHST9,LMAN1,GALNT2,GALNT1,TMEM94,B3GNT2,ASPHD2,STT3B,WLS"
"GOTERM_CC_DIRECT","Golgi cisterna membrane","3","144","77","26676","6.43e-2","4.52e-1","7.22","1.00e+0","4.29e-1","8.42e-3","HACE1,GALNT2,GALNT1"
"UP_SEQ_FEATURE","DOMAIN:Ig-like C2-type 4","3","144","65","22331","6.52e-2","1.00e+0","7.16","1.00e+0","9.94e-1","8.57e-3","BOC,CNTN2,DSCAML1"
"GOTERM_MF_DIRECT","zinc ion binding","19","143","2115","24402","6.58e-2","8.01e-1","1.53","1.00e+0","7.92e-1","4.04e-2","PLEKHF2,MYLIP,MBNL1,PRKCH,KLF13,ZFAND3,PTCH1,ZFP503,FHL2,ZFP608,RORA,NR2F2,FOXP4,KLF15,IRF2BPL,RNF157,LIN28A,LHX1,PDZRN3"
"KEGG_PATHWAY","Basal cell carcinoma","3","76","63","11151","6.70e-2","5.43e-1","6.99","1.00e+0","5.19e-1","9.01e-3","WNT11,PTCH1,CTNNB1"
"GOTERM_CC_DIRECT","beta-catenin-TCF complex","2","144","13","26676","6.75e-2","4.55e-1","28.50","1.00e+0","4.32e-1","2.17e-3","CTNNB1,BCL9L"
"GOTERM_BP_DIRECT","cardiac right ventricle morphogenesis","2","144","13","26481","6.80e-2","6.08e-1","28.29","1.00e+0","5.94e-1","2.20e-3","JAG1,PPP1R13L"
"GOTERM_BP_DIRECT","positive regulation of epithelial cell differentiation","2","144","13","26481","6.80e-2","6.08e-1","28.29","1.00e+0","5.94e-1","2.20e-3","SOX2,CTNNB1"
"GOTERM_BP_DIRECT","regulation of epithelial to mesenchymal transition","2","144","13","26481","6.80e-2","6.08e-1","28.29","1.00e+0","5.94e-1","2.20e-3","TIAM1,CTNNB1"
"GOTERM_BP_DIRECT","morphogenesis of embryonic epithelium","2","144","13","26481","6.80e-2","6.08e-1","28.29","1.00e+0","5.94e-1","2.20e-3","JAG2,CTNNB1"
"GOTERM_CC_DIRECT","dendrite","8","144","668","26676","6.87e-2","4.55e-1","2.22","1.00e+0","4.32e-1","2.88e-2","DPYSL5,PLK2,TPBG,TRP63,ADAM10,GRIK1,BMPR1B,LYPD6"
"INTERPRO","Notch_Cell-Fate_Det","2","147","11","22338","6.96e-2","1.00e+0","27.63","1.00e+0","1.00e+0","2.28e-3","JAG1,DLL1"
"GOTERM_BP_DIRECT","anatomical structure morphogenesis","3","144","80","26481","6.97e-2","6.19e-1","6.90","1.00e+0","6.05e-1","9.53e-3","LHX1,TBX6,HOXB1"
"UP_SEQ_FEATURE","DOMAIN:EGF-like 3","3","144","68","22331","7.05e-2","1.00e+0","6.84","1.00e+0","9.94e-1","9.69e-3","JAG2,JAG1,DLL1"
"UP_SEQ_FEATURE","DOMAIN:DH","3","144","68","22331","7.05e-2","1.00e+0","6.84","1.00e+0","9.94e-1","9.69e-3","TIAM1,PLEKHG1,ARHGEF10L"
"INTERPRO","Homeodomain-like_sf","6","147","337","22338","7.07e-2","1.00e+0","2.71","1.00e+0","1.00e+0","2.43e-2","MEIS1,LHX1,IRX3,ALX3,NKX1-1,HOXB1"
"GOTERM_MF_DIRECT","nucleic acid binding","8","143","621","24402","7.13e-2","8.31e-1","2.20","1.00e+0","8.22e-1","3.02e-2","LIN28A,PCBP3,RBPMS,CTNNB1,HMGA2,MSI2,PPRC1,FOXO1"
"UP_KW_DOMAIN","Zinc-finger","17","114","1445","15097","7.20e-2","3.00e-1","1.56","6.97e-1","2.81e-1","4.34e-2","PLEKHF2,MYLIP,MBNL1,PRKCH,KLF13,ZFAND3,ZFP503,FHL2,ZFP608,RORA,NR2F2,FOXP4,KLF15,IRF2BPL,RNF157,LIN28A,PDZRN3"
"UP_KW_CELLULAR_COMPONENT","Cytoplasm","49","136","5659","19217","7.29e-2","6.07e-1","1.22","8.49e-1","6.07e-1","5.72e-2","CERK,NCF2,CITED4,FHL2,TRP63,IRS2,ARHGEF10L,ARRB1,MSI2,FRY,SOX2,RNF157,PPP1R13L,DPYSL5,PHLDA1,EDARADD,MYLIP,MBNL1,PRKCH,TPM1,TTC7B,ADAM10,KAZN,FRMD4B,ARL4C,ARL4A,PADI3,DSG2,KIFC3,PDZRN3,MYL9,SKAP1,HPCA,HIF1A,LYPD6,FOXO1,PCBP3,GNA12,FILIP1L,HACE1,RBPMS,PLK2,DEF6,MPP7,IBTK,PDE10A,LIN28A,CTNNB1,ENGASE"
"GOTERM_MF_DIRECT","ubiquitin protein ligase activity","6","143","382","24402","7.29e-2","8.31e-1","2.68","1.00e+0","8.22e-1","2.53e-2","RNF157,MYLIP,HACE1,PELI2,PDZRN3,IRF2BPL"
"UP_KW_BIOLOGICAL_PROCESS","Differentiation","11","89","807","11926","7.29e-2","5.59e-1","1.83","9.69e-1","5.47e-1","3.73e-2","EDARADD,PTPRU,SBNO2,PRKCH,PKDCC,LHX1,ITGAV,BMP7,DLL1,FOXO1,SOX5"
"GOTERM_BP_DIRECT","regulation of smooth muscle cell proliferation","2","144","14","26481","7.30e-2","6.24e-1","26.27","1.00e+0","6.09e-1","2.56e-3","CTNNB1,KCNN4"
"GOTERM_BP_DIRECT","negative regulation of vascular associated smooth muscle cell migration","2","144","14","26481","7.30e-2","6.24e-1","26.27","1.00e+0","6.09e-1","2.56e-3","GNA12,TPM1"
"GOTERM_BP_DIRECT","mesonephros development","2","144","14","26481","7.30e-2","6.24e-1","26.27","1.00e+0","6.09e-1","2.56e-3","LHX1,BMP7"
"GOTERM_BP_DIRECT","lipid translocation","2","144","14","26481","7.30e-2","6.24e-1","26.27","1.00e+0","6.09e-1","2.56e-3","ABCA1,PTCH1"
"GOTERM_BP_DIRECT","cellular response to endothelin","2","144","14","26481","7.30e-2","6.24e-1","26.27","1.00e+0","6.09e-1","2.56e-3","IRS2,KLF15"
