Category;Term;Count;List Total;Pop Hits;Pop Total;P-Value;Benjamini;Fold Enrichment;Bonferroni;FDR;Fisher Exact;User Ids
GOTERM_CC_DIRECT;lateral plasma membrane;4;144;82;26676;9.81E-03;1.63E-01;9.04;8.98E-01;1.54E-01;1.03E-03;GNA12,CTNNB1,DSG2,MPP7
UP_SEQ_FEATURE;DOMAIN:Fibronectin type-III 1;5;143;131;22331;9.87E-03;4.22E-01;5.96;9.99E-01;4.18E-01;1.57E-03;PTPRU,BOC,CNTN2,MERTK,DSCAML1
UP_SEQ_FEATURE;DOMAIN:Fibronectin type-III 2;5;143;131;22331;9.87E-03;4.22E-01;5.96;9.99E-01;4.18E-01;1.57E-03;PTPRU,BOC,CNTN2,MERTK,DSCAML1
GOTERM_BP_DIRECT;proximal/distal pattern formation;3;144;28;26481;9.98E-03;2.28E-01;19.7;1.00E+00;2.23E-01;4.67E-04;CTNNB1,TRP63,DLL1
GOTERM_BP_DIRECT;positive regulation of neuroblast proliferation;3;144;28;26481;9.98E-03;2.28E-01;19.7;1.00E+00;2.23E-01;4.67E-04;SOX2,CTNNB1,HIF1A
GOTERM_BP_DIRECT;positive regulation of sprouting angiogenesis;3;144;28;26481;9.98E-03;2.28E-01;19.7;1.00E+00;2.23E-01;4.67E-04;DSG2,HIF1A,DLL1
GOTERM_BP_DIRECT;endodermal cell differentiation;3;144;29;26481;1.07E-02;2.33E-01;19.02;1.00E+00;2.27E-01;5.19E-04;ITGB5,HMGA2,ITGAV
GOTERM_BP_DIRECT;adrenal gland development;3;144;29;26481;1.07E-02;2.33E-01;19.02;1.00E+00;2.27E-01;5.19E-04;WNT11,HMGA2,ARID5B
GOTERM_CC_DIRECT;integrin alphav-beta5 complex;2;144;2;26676;1.07E-02;1.63E-01;185.25;9.17E-01;1.55E-01;2.89E-05;ITGB5,ITGAV
UP_KW_PTM;Phosphoprotein;81;120;7988;14135;1.08E-02;9.14E-02;1.19;1.59E-01;9.14E-02;8.85E-03;PLEKHF2,PTPRU,CERK,ITGB5,SLC44A1,NCF2,TMEM94,FHL2,ZFP608,IRS2,RORA,ARHGEF10L,AQP4,GRIK1,ARRB1,MSI2,FRY,IRF2BPL,SOX2,EDNRB,PPP1R13L,DPYSL5,PIEZO2,SOX5,PLEKHG1,MBNL1,PRKCH,KLF13,TPM1,TTC7B,ARID5B,ADAM10,KAZN,SLC39A10,FRMD4B,FOXP4,PPRC1,CACNB2,TIAM1,DSG2,KIFC3,PDZRN3,MYL9,SKAP1,PKDCC,INPP1,PELI2,ZFP503,HIF1A,DLL1,FOXO1,SUPT20,LMAN1,FIP1L1,GNA12,NRIP1,KCNN4,ASIC2,FILIP1L,BCL9L,ABCA1,JAG2,UVRAG,RBPMS,GALNT2,PTCH1,PLK2,TPBG,IRX3,HMGA2,NR2F2,MERTK,DEF6,MPP7,IBTK,LIN28A,LHX1,PLXNB2,CTNNB1,STT3B,FGFR3
GOTERM_BP_DIRECT;Purkinje myocyte development;2;144;2;26481;1.08E-02;2.33E-01;183.9;1.00E+00;2.27E-01;2.94E-05;IRX3,DSG2
GOTERM_BP_DIRECT;cloacal septation;2;144;2;26481;1.08E-02;2.33E-01;183.9;1.00E+00;2.27E-01;2.94E-05;WNT11,TRP63
GOTERM_BP_DIRECT;positive regulation of MAPK cascade;6;144;246;26481;1.09E-02;2.33E-01;4.49;1.00E+00;2.28E-01;2.32E-03;SOX2,EFNA1,PELI2,CTNNB1,ARRB1,FGFR3
GOTERM_CC_DIRECT;integrin complex;3;144;30;26676;1.13E-02;1.63E-01;18.52;9.28E-01;1.55E-01;5.62E-04;ITGB5,PMP22,ITGAV
GOTERM_BP_DIRECT;positive regulation of vascular endothelial growth factor production;3;144;30;26481;1.14E-02;2.40E-01;18.39;1.00E+00;2.34E-01;5.74E-04;CYP1B1,RORA,HIF1A
GOTERM_BP_DIRECT;cell-cell signaling;4;144;89;26481;1.25E-02;2.59E-01;8.26;1.00E+00;2.53E-01;1.43E-03;WNT11,LHX1,FGFR3,DLL1
UP_SEQ_FEATURE;DOMAIN:EGF-like 2;;;;;;;;;;;
UP_SEQ_FEATURE;DOMAIN:Protein jagged-1/2 predicted ferredoxin-like;2;143;2;22331;1.27E-02;4.65E-01;156.16;1.00E+00;4.61E-01;4.07E-05;JAG2,JAG1
GOTERM_BP_DIRECT;canonical Wnt signaling pathway;4;144;90;26481;1.29E-02;2.61E-01;8.17;1.00E+00;2.55E-01;1.49E-03;EDNRB,WNT11,CTNNB1,BCL9L
GOTERM_BP_DIRECT;intracellular glucose homeostasis;3;144;32;26481;1.29E-02;2.61E-01;17.24;1.00E+00;2.55E-01;6.96E-04;ARRB1,HIF1A,KLF15
INTERPRO;JAG1_1/2_dom;2;146;2;22338;1.29E-02;1.00E+00;153;9.99E-01;1.00E+00;4.24E-05;JAG2,JAG1
INTERPRO;Jagged/Serrate;2;146;2;22338;1.29E-02;1.00E+00;153;9.99E-01;1.00E+00;4.24E-05;JAG2,JAG1
GOTERM_BP_DIRECT;protein localization to plasma membrane;5;144;169;26481;1.35E-02;2.69E-01;5.44;1.00E+00;2.62E-01;2.35E-03;CACNB2,PTCH1,TPBG,TTC7B,SKAP1
UP_SEQ_FEATURE;TOPO_DOM:Extracellular;26;143;2489;22331;1.39E-02;4.65E-01;1.63;1.00E+00;4.61E-01;8.15E-03;PTPRU,CD83,ITGB5,GRIK1,LDLRAD3,AQP4,DLL1,EDNRB,BOC,PIEZO2,ITGAV,ASIC2,JAG2,ABCA1,JAG1,PTCH1,TPBG,ADAM10,MERTK,AJAP1,PMP22,PLXNB2,DSG2,BMPR1B,FGFR3,DSCAML1
UP_SEQ_FEATURE;DOMAIN:Ig-like C2-type 2;5;143;146;22331;1.42E-02;4.65E-01;5.35;1.00E+00;4.61E-01;2.52E-03;BOC,CNTN2,MERTK,FGFR3,DSCAML1
GOTERM_BP_DIRECT;negative regulation of neuron projection development;4;144;94;26481;1.45E-02;2.79E-01;7.83;1.00E+00;2.72E-01;1.75E-03;MYLIP,PMP22,HES1,TBX6
GOTERM_BP_DIRECT;embryonic pattern specification;3;144;34;26481;1.45E-02;2.79E-01;16.23;1.00E+00;2.72E-01;8.33E-04;MEIS1,LHX1,BMP7
GOTERM_BP_DIRECT;positive regulation of gluconeogenesis;3;144;34;26481;1.45E-02;2.79E-01;16.23;1.00E+00;2.72E-01;8.33E-04;SUPT20,HIF1A,FOXO1
UP_SEQ_FEATURE;DOMAIN:Ig-like C2-type 1;5;143;147;22331;1.45E-02;4.65E-01;5.31;1.00E+00;4.61E-01;2.59E-03;BOC,CNTN2,MERTK,FGFR3,DSCAML1
GOTERM_MF_DIRECT;protein domain specific binding;7;143;340;24402;1.48E-02;3.59E-01;3.51;9.96E-01;3.55E-01;3.99E-03;CACNB2,TRP63,IRS2,HOXB1,HIF1A,MPP7,AJAP1
GOTERM_CC_DIRECT;membrane;45;144;6036;26676;1.49E-02;2.03E-01;1.38;9.69E-01;1.93E-01;1.05E-02;SLC35B3,PTPRU,PHTF2,CD83,CERK,SLC44A1,TMEM200B,NCF2,PELI2,HPCA,GRIK1,LDLRAD3,AQP4,DLL1,LYPD6,LMAN1,EDNRB,BOC,PIEZO2,ITGAV,KCNN4,ASIC2,FILIP1L,LY6G6E,JAG2,ABCA1,CHST9,JAG1,PTCH1,ADAM10,SLC39A10,MERTK,MPP7,EFNA1,IBTK,PMP22,CTNNB1,B3GNT2,ASPHD2,DSG2,STT3B,BMPR1B,FGFR3,PDZRN3,DSCAML1
UP_SEQ_FEATURE;DOMAIN:Fibronectin type-III 3;4;143;81;22331;1.50E-02;4.65E-01;7.71;1.00E+00;4.61E-01;1.83E-03;PTPRU,BOC,CNTN2,DSCAML1
GOTERM_BP_DIRECT;embryonic hindlimb morphogenesis;3;144;35;26481;1.53E-02;2.79E-01;15.76;1.00E+00;2.73E-01;9.07E-04;ALX3,CTNNB1,TRP63
GOTERM_BP_DIRECT;negative regulation of neurogenesis;3;144;35;26481;1.53E-02;2.79E-01;15.76;1.00E+00;2.73E-01;9.07E-04;CTNNB1,HES1,BMP7
GOTERM_BP_DIRECT;multicellular organism growth;5;144;177;26481;1.57E-02;2.79E-01;5.19;1.00E+00;2.73E-01;2.87E-03;PKDCC,PPP1R13L,PMP22,HMGA2,ARID5B
GOTERM_BP_DIRECT;negative regulation of DNA-templated transcription;10;144;715;26481;1.58E-02;2.79E-01;2.57;1.00E+00;2.73E-01;5.83E-03;SBNO2,LHX1,PTCH1,ZFP503,CTNNB1,HMGA2,TRP63,HES1,BMP7,SOX5
GOTERM_BP_DIRECT;loop of Henle development;2;144;3;26481;1.61E-02;2.79E-01;122.6;1.00E+00;2.73E-01;8.78E-05;JAG1,DLL1
GOTERM_BP_DIRECT;oviduct development;2;144;3;26481;1.61E-02;2.79E-01;122.6;1.00E+00;2.73E-01;8.78E-05;LHX1,CTNNB1
GOTERM_BP_DIRECT;lateral inhibition;2;144;3;26481;1.61E-02;2.79E-01;122.6;1.00E+00;2.73E-01;8.78E-05;HES1,DLL1
GOTERM_BP_DIRECT;neural fold elevation formation;2;144;3;26481;1.61E-02;2.79E-01;122.6;1.00E+00;2.73E-01;8.78E-05;BMP7,HIF1A
GOTERM_BP_DIRECT;positive regulation of gene expression;9;144;598;26481;1.62E-02;2.79E-01;2.77;1.00E+00;2.73E-01;5.54E-03;JAG1,PMP22,CTNNB1,HMGA2,HES1,BMPR1B,BMP7,HIF1A,DLL1
GOTERM_BP_DIRECT;embryonic forelimb morphogenesis;3;144;37;26481;1.70E-02;2.91E-01;14.91;1.00E+00;2.85E-01;1.07E-03;ALX3,CTNNB1,TRP63
GOTERM_BP_DIRECT;cartilage development;4;144;101;26481;1.75E-02;2.94E-01;7.28;1.00E+00;2.87E-01;2.28E-03;BMP7,HIF1A,FGFR3,SOX5
GOTERM_BP_DIRECT;vasculature development;3;144;38;26481;1.79E-02;2.94E-01;14.52;1.00E+00;2.87E-01;1.16E-03;CTNNB1,HIF1A,DLL1
GOTERM_BP_DIRECT;positive regulation of multicellular organismal process;3;144;38;26481;1.79E-02;2.94E-01;14.52;1.00E+00;2.87E-01;1.16E-03;BMP7,HIF1A,FGFR3
GOTERM_BP_DIRECT;forebrain development;4;144;102;26481;1.80E-02;2.94E-01;7.21;1.00E+00;2.87E-01;2.36E-03;SOX2,CTNNB1,NR2F2,FGFR3
GOTERM_MF_DIRECT;signaling receptor binding;8;143;459;24402;1.81E-02;4.13E-01;2.97;9.99E-01;4.09E-01;5.77E-03;ABCA1,WNT11,ITGB5,NXPH3,NRIP1,CTNNB1,ARRB1,ITGAV
UP_SEQ_FEATURE;DOMAIN:EGF-like 5;;;;;;;;;;;
GOTERM_BP_DIRECT;female gonad development;3;144;39;26481;1.88E-02;3.00E-01;14.15;1.00E+00;2.93E-01;1.25E-03;ARID5B,TRP63,NR2F2
GOTERM_BP_DIRECT;cochlea development;3;144;39;26481;1.88E-02;3.00E-01;14.15;1.00E+00;2.93E-01;1.25E-03;ADAM10,HES1,FGFR3
GOTERM_BP_DIRECT;response to estradiol;4;144;104;26481;1.89E-02;3.00E-01;7.07;1.00E+00;2.93E-01;2.53E-03;PTCH1,CTNNB1,NR2F2,BMP7
GOTERM_BP_DIRECT;fat cell differentiation;4;144;105;26481;1.94E-02;3.04E-01;7.01;1.00E+00;2.97E-01;2.62E-03;HMGA2,CNTN2,ARID5B,MEST
GOTERM_CC_DIRECT;ruffle membrane;4;144;106;26676;1.95E-02;2.42E-01;6.99;9.90E-01;2.30E-01;2.64E-03;TIAM1,TPM1,ITGAV,KCNN4
KEGG_PATHWAY;MicroRNAs in cancer;7;76;318;11151;1.99E-02;2.63E-01;3.23;9.55E-01;2.51E-01;5.83E-03;EFNA1,TPM1,HMGA2,CYP1B1,TRP63,IRS2,FGFR3
GOTERM_CC_DIRECT;synapse;11;144;878;26676;2.01E-02;2.42E-01;2.32;9.91E-01;2.30E-01;8.21E-03;TIAM1,PDE10A,DPYSL5,CTNNB1,CNTN2,GRIK1,ASIC2,LYPD6,LY6G6E,DSCAML1,PDZRN3
KEGG_PATHWAY;Regulation of actin cytoskeleton;6;76;234;11151;2.05E-02;2.63E-01;3.76;9.59E-01;2.51E-01;5.15E-03;TIAM1,ITGB5,GNA12,ITGAV,MYL9,FGFR3
GOTERM_BP_DIRECT;mesoderm formation;3;144;41;26481;2.07E-02;3.17E-01;13.46;1.00E+00;3.10E-01;1.44E-03;TBX6,BMP7,WLS
GOTERM_CC_DIRECT;Golgi membrane;9;144;632;26676;2.09E-02;2.42E-01;2.64;9.93E-01;2.30E-01;7.49E-03;SLC35B3,CHST9,LMAN1,HACE1,GALNT2,B3GNT2,ADAM10,RND3,WLS
INTERPRO;EGF-type_Asp/Asn_hydroxyl_site;4;146;90;22338;2.09E-02;1.00E+00;6.8;1.00E+00;1.00E+00;2.90E-03;JAG2,JAG1,FBLN2,DLL1
UP_KW_PTM;Myristate;6;120;188;14135;2.13E-02;1.21E-01;3.76;2.92E-01;1.21E-01;5.34E-03;ARL4C,RNF157,TIAM1,ARL4A,SLC44A1,HPCA
GOTERM_BP_DIRECT;auditory receptor cell fate commitment;2;144;4;26481;2.14E-02;3.17E-01;91.95;1.00E+00;3.10E-01;1.75E-04;JAG2,DLL1
GOTERM_BP_DIRECT;comma-shaped body morphogenesis;2;144;4;26481;2.14E-02;3.17E-01;91.95;1.00E+00;3.10E-01;1.75E-04;LHX1,HES1
GOTERM_BP_DIRECT;regulation of secondary heart field cardioblast proliferation;2;144;4;26481;2.14E-02;3.17E-01;91.95;1.00E+00;3.10E-01;1.75E-04;CTNNB1,HES1
GOTERM_BP_DIRECT;negative regulation of inner ear auditory receptor cell differentiation;2;144;4;26481;2.14E-02;3.17E-01;91.95;1.00E+00;3.10E-01;1.75E-04;HES1,DLL1
GOTERM_BP_DIRECT;regulation of timing of neuron differentiation;2;144;4;26481;2.14E-02;3.17E-01;91.95;1.00E+00;3.10E-01;1.75E-04;HES1,SOX5
GOTERM_BP_DIRECT;negative regulation of Notch signaling pathway;3;144;42;26481;2.17E-02;3.18E-01;13.14;1.00E+00;3.10E-01;1.55E-03;ARRB1,BMP7,DLL1
GOTERM_BP_DIRECT;retina development in camera-type eye;4;144;110;26481;2.19E-02;3.18E-01;6.69;1.00E+00;3.11E-01;3.10E-03;LHX1,BMPR1B,MERTK,DLL1
SMART;PH;7;95;255;10959;2.22E-02;1.00E+00;3.17;9.03E-01;1.00E+00;6.61E-03;PLEKHF2,TIAM1,PLEKHG1,IRS2,PHLDA1,SKAP1,DEF6
GOTERM_CC_DIRECT;axonal growth cone;3;144;44;26676;2.33E-02;2.49E-01;12.63;9.96E-01;2.36E-01;1.73E-03;TIAM1,PTCH1,BOC
GOTERM_BP_DIRECT;positive regulation of neuron differentiation;4;144;113;26481;2.35E-02;3.38E-01;6.51;1.00E+00;3.30E-01;3.41E-03;SOX2,LIN28A,IRX3,BMP7
GOTERM_CC_DIRECT;postsynaptic membrane;6;144;302;26676;2.36E-02;2.49E-01;3.68;9.96E-01;2.36E-01;6.07E-03;PTCH1,CTNNB1,CNTN2,ADAM10,GRIK1,ARRB1
GOTERM_BP_DIRECT;metanephros development;3;144;45;26481;2.46E-02;3.51E-01;12.26;1.00E+00;3.43E-01;1.89E-03;LHX1,IRX3,BMP7
UP_SEQ_FEATURE;DOMAIN:Ig-like C2-type 3;4;143;98;22331;2.47E-02;7.03E-01;6.37;1.00E+00;6.98E-01;3.66E-03;BOC,CNTN2,FGFR3,DSCAML1
GOTERM_MF_DIRECT;miRNA binding;3;143;42;24402;2.49E-02;5.34E-01;12.19;1.00E+00;5.28E-01;1.91E-03;SOX2,LIN28A,FGFR3
INTERPRO;EGF_Ca-bd_CS;4;146;97;22338;2.54E-02;1.00E+00;6.31;1.00E+00;1.00E+00;3.79E-03;JAG2,JAG1,FBLN2,DLL1
GOTERM_CC_DIRECT;basolateral plasma membrane;6;144;311;26676;2.64E-02;2.66E-01;3.57;9.98E-01;2.52E-01;6.97E-03;ABCA1,CTNNB1,AQP4,ARRB1,KCNN4,AJAP1
GOTERM_BP_DIRECT;negative regulation of neuron maturation;2;144;5;26481;2.67E-02;3.71E-01;73.56;1.00E+00;3.62E-01;2.91E-04;EDNRB,TBX6
GOTERM_BP_DIRECT;apolipoprotein A-I-mediated signaling pathway;2;144;5;26481;2.67E-02;3.71E-01;73.56;1.00E+00;3.62E-01;2.91E-04;ABCA1,ITGAV
GOTERM_BP_DIRECT;bone trabecula morphogenesis;2;144;5;26481;2.67E-02;3.71E-01;73.56;1.00E+00;3.62E-01;2.91E-04;SBNO2,FGFR3
UP_SEQ_FEATURE;ZN_FING:C2H2-type;3;143;41;22331;2.80E-02;7.37E-01;11.43;1.00E+00;7.32E-01;2.29E-03;ZFP503,ZFP608,FOXP4
UP_SEQ_FEATURE;CROSSLNK:Glycyl lysine isopeptide (Lys-Gly) (interchain with G-Cter in SUMO);4;143;103;22331;2.81E-02;7.37E-01;6.06;1.00E+00;7.32E-01;4.37E-03;SOX2,TRP63,RORA,HIF1A
KEGG_PATHWAY;Hypertrophic cardiomyopathy;4;76;100;11151;2.97E-02;3.36E-01;5.87;9.90E-01;3.20E-01;4.77E-03;CACNB2,ITGB5,TPM1,ITGAV
UP_KW_BIOLOGICAL_PROCESS;Cell adhesion;9;89;496;11926;2.97E-02;2.79E-01;2.43;7.51E-01;2.73E-01;1.15E-02;PTPRU,ITGB5,BOC,CTNNB1,CNTN2,DSG2,ITGAV,DSCAML1,AJAP1
UP_KW_BIOLOGICAL_PROCESS;Osteogenesis;3;89;37;11926;3.03E-02;2.79E-01;10.86;7.58E-01;2.73E-01;2.60E-03;SBNO2,PKDCC,BMP7
INTERPRO;HD;6;146;267;22338;3.04E-02;1.00E+00;3.44;1.00E+00;1.00E+00;8.32E-03;MEIS1,LHX1,IRX3,ALX3,NKX1-1,HOXB1
GOTERM_BP_DIRECT;substrate adhesion-dependent cell spreading;3;144;51;26481;3.11E-02;4.21E-01;10.82;1.00E+00;4.11E-01;2.71E-03;EFNA1,ITGAV,MERTK
GOTERM_BP_DIRECT;anterior/posterior pattern specification;4;144;127;26481;3.16E-02;4.21E-01;5.79;1.00E+00;4.11E-01;5.17E-03;LHX1,HES1,NR2F2,HOXB1
INTERPRO;Homeobox_CS;5;146;183;22338;3.16E-02;1.00E+00;4.18;1.00E+00;1.00E+00;7.12E-03;LHX1,IRX3,ALX3,NKX1-1,HOXB1
GOTERM_MF_DIRECT;nuclear receptor binding;3;143;48;24402;3.19E-02;6.41E-01;10.67;1.00E+00;6.34E-01;2.81E-03;NRIP1,CTNNB1,HIF1A
GOTERM_BP_DIRECT;cardiac neural crest cell development involved in outflow tract morphogenesis;2;144;6;26481;3.20E-02;4.21E-01;61.3;1.00E+00;4.11E-01;4.34E-04;JAG1,HES1
GOTERM_BP_DIRECT;ureteric bud morphogenesis;2;144;6;26481;3.20E-02;4.21E-01;61.3;1.00E+00;4.11E-01;4.34E-04;WNT11,HES1
GOTERM_BP_DIRECT;S-shaped body morphogenesis;2;144;6;26481;3.20E-02;4.21E-01;61.3;1.00E+00;4.11E-01;4.34E-04;LHX1,HES1
GOTERM_BP_DIRECT;regulation of voltage-gated calcium channel activity;2;144;6;26481;3.20E-02;4.21E-01;61.3;1.00E+00;4.11E-01;4.34E-04;CACNB2,HPCA
KEGG_PATHWAY;Dilated cardiomyopathy;4;76;103;11151;3.20E-02;3.36E-01;5.7;9.93E-01;3.20E-01;5.30E-03;CACNB2,ITGB5,TPM1,ITGAV
GOTERM_BP_DIRECT;branching involved in ureteric bud morphogenesis;3;144;52;26481;3.22E-02;4.21E-01;10.61;1.00E+00;4.11E-01;2.86E-03;LHX1,PTCH1,CTNNB1
KEGG_PATHWAY;Human papillomavirus infection;7;76;357;11151;3.27E-02;3.36E-01;2.88;9.94E-01;3.20E-01;1.07E-02;JAG1,WNT11,ITGB5,CTNNB1,HES1,ITGAV,FOXO1
GOTERM_BP_DIRECT;positive regulation of canonical Wnt signaling pathway;4;144;129;26481;3.29E-02;4.27E-01;5.7;1.00E+00;4.17E-01;5.46E-03;LYPD6,FGFR3,DKK2,WLS
GOTERM_BP_DIRECT;positive regulation of intracellular signal transduction;3;144;53;26481;3.33E-02;4.29E-01;10.41;1.00E+00;4.19E-01;3.02E-03;EFNA1,ARRB1,ITGAV
UP_KW_DOMAIN;Homeobox;6;114;239;15097;3.38E-02;3.00E-01;3.32;4.23E-01;2.81E-01;9.54E-03;MEIS1,LHX1,IRX3,ALX3,NKX1-1,HOXB1
GOTERM_CC_DIRECT;anchoring junction;4;144;132;26676;3.43E-02;3.31E-01;5.61;1.00E+00;3.14E-01;5.77E-03;TIAM1,PTPRU,CTNNB1,KAZN
GOTERM_BP_DIRECT;cell migration;6;144;332;26481;3.45E-02;4.35E-01;3.32;1.00E+00;4.25E-01;9.78E-03;EFNA1,TIAM1,ITGB5,HES1,ITGAV,MERTK
GOTERM_MF_DIRECT;transcription corepressor activity;5;143;211;24402;3.51E-02;6.41E-01;4.04;1.00E+00;6.34E-01;8.18E-03;NRIP1,FHL2,HMGA2,TBX6,IRF2BPL
GOTERM_BP_DIRECT;negative regulation of cell adhesion;3;144;55;26481;3.57E-02;4.35E-01;10.03;1.00E+00;4.25E-01;3.36E-03;PLXNB2,ADAM10,DSCAML1
GOTERM_BP_DIRECT;cell maturation;3;144;55;26481;3.57E-02;4.35E-01;10.03;1.00E+00;4.25E-01;3.36E-03;CTNNB1,HES1,FANCE
GOTERM_MF_DIRECT;protein phosphatase binding;4;143;124;24402;3.59E-02;6.41E-01;5.5;1.00E+00;6.34E-01;6.16E-03;CTNNB1,IRS2,KCNN4,SKAP1
GOTERM_CC_DIRECT;signaling receptor complex;5;144;231;26676;3.61E-02;3.35E-01;4.01;1.00E+00;3.17E-01;8.48E-03;ITGB5,GRIK1,BMPR1B,MERTK,FGFR3
GOTERM_BP_DIRECT;chondrocyte differentiation;3;144;56;26481;3.69E-02;4.35E-01;9.85;1.00E+00;4.25E-01;3.54E-03;HMGA2,BMPR1B,SOX5
GOTERM_BP_DIRECT;negative regulation of fat cell differentiation;3;144;56;26481;3.69E-02;4.35E-01;9.85;1.00E+00;4.25E-01;3.54E-03;JAG1,RORA,FOXO1
GOTERM_BP_DIRECT;cell communication;3;144;56;26481;3.69E-02;4.35E-01;9.85;1.00E+00;4.25E-01;3.54E-03;JAG2,JAG1,DLL1
GOTERM_BP_DIRECT;stem cell differentiation;3;144;56;26481;3.69E-02;4.35E-01;9.85;1.00E+00;4.25E-01;3.54E-03;SOX2,LIN28A,HMGA2
GOTERM_BP_DIRECT;response to retinoic acid;3;144;56;26481;3.69E-02;4.35E-01;9.85;1.00E+00;4.25E-01;3.54E-03;SOX2,PTCH1,MEST
GOTERM_MF_DIRECT;nuclear estrogen receptor binding;3;143;52;24402;3.69E-02;6.41E-01;9.84;1.00E+00;6.34E-01;3.53E-03;NRIP1,CTNNB1,ARRB1
GOTERM_BP_DIRECT;regulation of developmental growth;2;144;7;26481;3.72E-02;4.35E-01;52.54;1.00E+00;4.25E-01;6.06E-04;FGFR3,DLL1
GOTERM_BP_DIRECT;positive regulation of phospholipase activity;2;144;7;26481;3.72E-02;4.35E-01;52.54;1.00E+00;4.25E-01;6.06E-04;HPCA,FGFR3
GOTERM_BP_DIRECT;mesonephric duct development;2;144;7;26481;3.72E-02;4.35E-01;52.54;1.00E+00;4.25E-01;6.06E-04;WNT11,LHX1
GOTERM_BP_DIRECT;positive regulation of B cell receptor signaling pathway;2;144;7;26481;3.72E-02;4.35E-01;52.54;1.00E+00;4.25E-01;6.06E-04;PRKCH,SLC39A10
GOTERM_BP_DIRECT;positive regulation of epithelial to mesenchymal transition;3;144;57;26481;3.81E-02;4.42E-01;9.68;1.00E+00;4.32E-01;3.72E-03;CTNNB1,BMP7,BCL9L
GOTERM_MF_DIRECT;DNA-binding transcription repressor activity, RNA polymerase II-specific;6;143;318;24402;3.86E-02;6.41E-01;3.22;1.00E+00;6.34E-01;1.13E-02;IRX3,HES1,NR2F2,TBX6,FOXP4,FOXO1
GOTERM_CC_DIRECT;protein-containing complex;11;144;989;26676;4.06E-02;3.62E-01;2.06;1.00E+00;3.43E-01;1.85E-02;UVRAG,DPYSL5,LHX1,TPM1,CTNNB1,TRP63,AQP4,HES1,STT3B,HIF1A,SKAP1
GOTERM_BP_DIRECT;negative regulation of Wnt signaling pathway;3;144;59;26481;4.06E-02;4.64E-01;9.35;1.00E+00;4.53E-01;4.10E-03;SOX2,HMGA2,DKK2
GOTERM_BP_DIRECT;embryonic skeletal system morphogenesis;3;144;59;26481;4.06E-02;4.64E-01;9.35;1.00E+00;4.53E-01;4.10E-03;ALX3,HOXB1,DSCAML1
GOTERM_MF_DIRECT;identical protein binding;20;143;2135;24402;4.12E-02;6.54E-01;1.6;1.00E+00;6.47E-01;2.44E-02;PTPRU,RBPMS,TPM1,HPCA,FHL2,TRP63,AQP4,GRIK1,MSI2,FOXP4,CACNB2,LMAN1,PPP1R13L,DMRTA1,PADI3,HES1,KIFC3,FGFR3,SIL1,WLS
GOTERM_BP_DIRECT;negative regulation of endothelial cell differentiation;2;144;8;26481;4.24E-02;4.81E-01;45.97;1.00E+00;4.70E-01;8.05E-04;JAG1,DSG2
SMART;FN3;5;95;153;10959;4.24E-02;1.00E+00;3.77;9.89E-01;1.00E+00;1.05E-02;PTPRU,BOC,CNTN2,MERTK,DSCAML1
GOTERM_BP_DIRECT;cellular response to interleukin-1;3;144;61;26481;4.31E-02;4.85E-01;9.04;1.00E+00;4.74E-01;4.50E-03;HES1,RORA,HIF1A
GOTERM_MF_DIRECT;SMAD binding;3;143;57;24402;4.36E-02;6.63E-01;8.98;1.00E+00;6.56E-01;4.58E-03;CTNNB1,HMGA2,BMPR1B
GOTERM_BP_DIRECT;positive regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction;5;144;244;26481;4.36E-02;4.88E-01;3.77;1.00E+00;4.77E-01;1.09E-02;LIN28A,TPBG,IRS2,MERTK,FGFR3
GOTERM_BP_DIRECT;morphogenesis of an epithelium;3;144;62;26481;4.44E-02;4.93E-01;8.9;1.00E+00;4.81E-01;4.71E-03;JAG2,JAG1,FGFR3
UP_KW_PTM;Glycoprotein;49;120;4604;14135;4.47E-02;1.90E-01;1.25;5.19E-01;1.90E-01;3.44E-02;SLC35B3,PHTF2,PTPRU,CD83,ITGB5,TMEM94,LDLRAD3,AQP4,GRIK1,EDNRB,BOC,PIEZO2,LIPM,ITGAV,SIL1,WLS,CHST9,ADAM10,SLC39A10,DKK2,B3GNT2,ASPHD2,DSG2,DSCAML1,PKDCC,NXPH3,FBLN2,DLL1,LYPD6,NKAIN1,WNT11,ASIC2,MEST,ABCA1,JAG2,JAG1,GALNT2,PTCH1,GALNT1,TPBG,MERTK,BMP7,EFNA1,PMP22,PLXNB2,CTNNB1,CNTN2,STT3B,FGFR3
GOTERM_CC_DIRECT;protein-DNA complex;3;144;63;26676;4.51E-02;3.77E-01;8.82;1.00E+00;3.58E-01;4.83E-03;TEAD4,CTNNB1,HMGA2
GOTERM_BP_DIRECT;regulation of apoptotic process;5;144;247;26481;4.53E-02;4.99E-01;3.72;1.00E+00;4.88E-01;1.14E-02;ALX3,CTNNB1,TRP63,ARRB1,FGFR3
GOTERM_CC_DIRECT;perinuclear region of cytoplasm;10;144;872;26676;4.55E-02;3.77E-01;2.12;1.00E+00;3.58E-01;2.01E-02;JAG2,OFCC1,ABCA1,GALNT2,PTCH1,GALNT1,PMP22,CTNNB1,FGFR3,DEF6
