# GREAT version 4.0.4	Species assembly: mm10	Association rule: Basal+extension: 5000 bp upstream, 1000 bp downstream, 1000000 bp max extension, curated regulatory domains included
# Ontology summary statistics are provided in the footer.
#
# Ontology	ID	Desc	BinomRank	BinomP	BinomBonfP	BinomFdrQ	RegionFoldEnrich	ExpRegions	ObsRegions	GenomeFrac	SetCov	HyperRank	HyperP	HyperBonfP	HyperFdrQ	GeneFoldEnrich	ExpGenes	ObsGenes	TotalGenes	GeneSetCov	TermCov	Regions	Genes
Ensembl Genes	460	Tex44	14	8.848480e-5	1.000000e+0	1.352237e-1	3.627295e+1	8.270626e-2	3	4.811301e-5	1.745201e-3	1	1.072681e-1	1.000000e+0	1.000000e+0	9.322440e+0	1.072681e-1	1	1	4.357298e-4	1.000000e+0	chr1_86434302_86434715,chr1_86441364_86441873,chr1_86442201_86442290	Tex44
Ensembl Genes	16845	Ppp1r13l	15	9.027314e-5	1.000000e+0	1.287596e-1	1.481352e+2	1.350118e-2	2	7.854090e-6	1.163467e-3	1	1.072681e-1	1.000000e+0	1.000000e+0	9.322440e+0	1.072681e-1	1	1	4.357298e-4	1.000000e+0	chr7_19356172_19356657,chr7_19365344_19365599	Ppp1r13l
Ensembl Genes	15746	Hoxa4	16	1.311832e-4	1.000000e+0	1.754165e-1	1.227709e+2	1.629050e-2	2	9.476730e-6	1.163467e-3	1	1.072681e-1	1.000000e+0	1.000000e+0	9.322440e+0	1.072681e-1	1	1	4.357298e-4	1.000000e+0	chr6_52190832_52191004,chr6_52191056_52191146	Hoxa4
Ensembl Genes	17425	Tead2	17	1.326746e-4	1.000000e+0	1.669749e-1	1.220752e+2	1.638335e-2	2	9.530742e-6	1.163467e-3	1	1.072681e-1	1.000000e+0	1.000000e+0	9.322440e+0	1.072681e-1	1	1	4.357298e-4	1.000000e+0	chr7_45215568_45215982,chr7_45216435_45216998	Tead2
Ensembl Genes	461	Ptma	18	1.445236e-4	1.000000e+0	1.717824e-1	3.068560e+1	9.776572e-2	3	5.687360e-5	1.745201e-3	1	1.072681e-1	1.000000e+0	1.000000e+0	9.322440e+0	1.072681e-1	1	1	4.357298e-4	1.000000e+0	chr1_86434302_86434715,chr1_86441364_86441873,chr1_86442201_86442290	Ptma
Ensembl Genes	14580	Fip1l1	19	1.552871e-4	1.000000e+0	1.748614e-1	2.994151e+1	1.001953e-1	3	5.828699e-5	1.745201e-3	1	1.072681e-1	1.000000e+0	1.000000e+0	9.322440e+0	1.072681e-1	1	1	4.357298e-4	1.000000e+0	chr5_74593093_74593318,chr5_74633390_74633598,chr5_74645293_74645686	Fip1l1
Ensembl Genes	5514	Comtd1	20	1.612956e-4	1.000000e+0	1.725460e-1	2.955540e+1	1.015043e-1	3	5.904845e-5	1.745201e-3	1	1.072681e-1	1.000000e+0	1.000000e+0	9.322440e+0	1.072681e-1	1	1	4.357298e-4	1.000000e+0	chr14_21892080_21892359,chr14_21984220_21985662,chr14_21985728_21986076	Comtd1
Ensembl Genes	6737	Ttll12	21	1.708167e-4	1.000000e+0	1.740297e-1	2.898128e+1	1.035151e-1	3	6.021822e-5	1.745201e-3	1	1.072681e-1	1.000000e+0	1.000000e+0	9.322440e+0	1.072681e-1	1	1	4.357298e-4	1.000000e+0	chr15_83640489_83641139,chr15_83714955_83715089,chr15_83715144_83715346	Ttll12
Ensembl Genes	16549	Cnot3	22	1.860522e-4	1.000000e+0	1.809358e-1	1.029830e+2	1.942069e-2	2	1.129767e-5	1.163467e-3	1	1.072681e-1	1.000000e+0	1.000000e+0	9.322440e+0	1.072681e-1	1	1	4.357298e-4	1.000000e+0	chr7_3644760_3645115,chr7_3645170_3645248	Cnot3
Ensembl Genes	3348	Mien1	23	1.936798e-4	1.000000e+0	1.801643e-1	1.009214e+2	1.981740e-2	2	1.152845e-5	1.163467e-3	1	1.072681e-1	1.000000e+0	1.000000e+0	9.322440e+0	1.072681e-1	1	1	4.357298e-4	1.000000e+0	chr11_98438993_98439060,chr11_98439139_98439271	Mien1
Ensembl Genes	358	Wnt6	24	2.202141e-4	1.000000e+0	1.963117e-1	9.460452e+1	2.114064e-2	2	1.229822e-5	1.163467e-3	1	1.072681e-1	1.000000e+0	1.000000e+0	9.322440e+0	1.072681e-1	1	1	4.357298e-4	1.000000e+0	chr1_74770739_74771089,chr1_74771497_74771602	Wnt6
Ensembl Genes	505	Iqca	25	2.410508e-4	1.000000e+0	2.062913e-1	2.575492e+1	1.164826e-1	3	6.776183e-5	1.745201e-3	1	1.072681e-1	1.000000e+0	1.000000e+0	9.322440e+0	1.072681e-1	1	1	4.357298e-4	1.000000e+0	chr1_90028425_90028729,chr1_90110618_90110901,chr1_90156914_90157348	Iqca
Ensembl Genes	6738	Scube1	26	2.421053e-4	1.000000e+0	1.992247e-1	2.571636e+1	1.166572e-1	3	6.786343e-5	1.745201e-3	1	1.072681e-1	1.000000e+0	1.000000e+0	9.322440e+0	1.072681e-1	1	1	4.357298e-4	1.000000e+0	chr15_83640489_83641139,chr15_83714955_83715089,chr15_83715144_83715346	Scube1
Ensembl Genes	15887	Tgoln1	27	2.619989e-4	1.000000e+0	2.076099e-1	2.502836e+1	1.198640e-1	3	6.972894e-5	1.745201e-3	1	1.072681e-1	1.000000e+0	1.000000e+0	9.322440e+0	1.072681e-1	1	1	4.357298e-4	1.000000e+0	chr6_72709163_72709376,chr6_72755043_72755534,chr6_72763575_72764164	Tgoln1
Ensembl Genes	8733	Calm2	28	3.222767e-4	1.000000e+0	2.462539e-1	2.330788e+1	1.287118e-1	3	7.487599e-5	1.745201e-3	1	1.072681e-1	1.000000e+0	1.000000e+0	9.322440e+0	1.072681e-1	1	1	4.357298e-4	1.000000e+0	chr17_87446867_87447217,chr17_87532242_87533054,chr17_87540902_87540975	Calm2
Ensembl Genes	15400	Katnal1	29	3.416453e-4	1.000000e+0	2.520518e-1	1.246141e+1	3.209910e-1	4	1.867312e-4	2.326934e-3	1	1.072681e-1	1.000000e+0	1.000000e+0	9.322440e+0	1.072681e-1	1	1	4.357298e-4	1.000000e+0	chr5_148789001_148789078,chr5_148789138_148789441,chr5_148789509_148789564,chr5_149051790_149052191	Katnal1
Ensembl Genes	16152	Tamm41	30	3.457431e-4	1.000000e+0	2.465725e-1	2.275036e+1	1.318660e-1	3	7.671090e-5	1.745201e-3	1	1.072681e-1	1.000000e+0	1.000000e+0	9.322440e+0	1.072681e-1	1	1	4.357298e-4	1.000000e+0	chr6_114953168_114953246,chr6_114970124_114970278,chr6_114997035_114997475	Tamm41
Ensembl Genes	19261	Ccdc102a	31	3.609427e-4	1.000000e+0	2.491087e-1	7.374840e+1	2.711923e-2	2	1.577617e-5	1.163467e-3	1	1.072681e-1	1.000000e+0	1.000000e+0	9.322440e+0	1.072681e-1	1	1	4.357298e-4	1.000000e+0	chr8_94899151_94899545,chr8_94899599_94899691	Ccdc102a
Ensembl Genes	13785	Arid1a	32	3.764955e-4	1.000000e+0	2.517225e-1	2.209173e+1	1.357974e-1	3	7.899793e-5	1.745201e-3	1	1.072681e-1	1.000000e+0	1.000000e+0	9.322440e+0	1.072681e-1	1	1	4.357298e-4	1.000000e+0	chr4_133728264_133728547,chr4_133755991_133756135,chr4_133813716_133813886	Arid1a
Ensembl Genes	16162	Cand2	33	3.885195e-4	1.000000e+0	2.518901e-1	7.105869e+1	2.814575e-2	2	1.637333e-5	1.163467e-3	1	1.072681e-1	1.000000e+0	1.000000e+0	9.322440e+0	1.072681e-1	1	1	4.357298e-4	1.000000e+0	chr6_115773978_115774374,chr6_115774485_115774975	Cand2
Ensembl Genes	18542	Dhcr7	34	3.944549e-4	1.000000e+0	2.482165e-1	7.051699e+1	2.836196e-2	2	1.649910e-5	1.163467e-3	1	1.072681e-1	1.000000e+0	1.000000e+0	9.322440e+0	1.072681e-1	1	1	4.357298e-4	1.000000e+0	chr7_143829893_143830215,chr7_143842180_143842258	Dhcr7
Ensembl Genes	7189	Trmt2a	35	4.068030e-4	1.000000e+0	2.486729e-1	6.942825e+1	2.880672e-2	2	1.675783e-5	1.163467e-3	1	1.072681e-1	1.000000e+0	1.000000e+0	9.322440e+0	1.072681e-1	1	1	4.357298e-4	1.000000e+0	chr16_18248481_18248536,chr16_18248602_18248921	Trmt2a
Ensembl Genes	4803	Tfap2a	36	5.501754e-4	1.000000e+0	3.269723e-1	1.096704e+1	3.647293e-1	4	2.121753e-4	2.326934e-3	1	1.072681e-1	1.000000e+0	1.000000e+0	9.322440e+0	1.072681e-1	1	1	4.357298e-4	1.000000e+0	chr13_40441556_40441677,chr13_40642935_40643262,chr13_40717109_40717357,chr13_40729155_40729417	Tfap2a
Ensembl Genes	7004	Calcoco1	37	5.603043e-4	1.000000e+0	3.239922e-1	1.925403e+1	1.558116e-1	3	9.064082e-5	1.745201e-3	1	1.072681e-1	1.000000e+0	1.000000e+0	9.322440e+0	1.072681e-1	1	1	4.357298e-4	1.000000e+0	chr15_102692607_102692784,chr15_102692850_102693180,chr15_102838362_102838664	Calcoco1
Ensembl Genes	13696	S100pbp	38	6.572897e-4	1.000000e+0	3.700714e-1	5.447657e+1	3.671303e-2	2	2.135720e-5	1.163467e-3	1	1.072681e-1	1.000000e+0	1.000000e+0	9.322440e+0	1.072681e-1	1	1	4.357298e-4	1.000000e+0	chr4_129189420_129189839,chr4_129189906_129189973	S100pbp
Ensembl Genes	19260	Dok4	39	7.064980e-4	1.000000e+0	3.875776e-1	5.252132e+1	3.807977e-2	2	2.215228e-5	1.163467e-3	1	1.072681e-1	1.000000e+0	1.000000e+0	9.322440e+0	1.072681e-1	1	1	4.357298e-4	1.000000e+0	chr8_94899151_94899545,chr8_94899599_94899691	Dok4
Ensembl Genes	7549	Samsn1	40	7.065535e-4	1.000000e+0	3.779178e-1	1.025056e+1	3.902227e-1	4	2.270056e-4	2.326934e-3	1	1.072681e-1	1.000000e+0	1.000000e+0	9.322440e+0	1.072681e-1	1	1	4.357298e-4	1.000000e+0	chr16_75796569_75796648,chr16_75918972_75919390,chr16_75960481_75960763,chr16_75960844_75960993	Samsn1
Ensembl Genes	8707	Zfp36l2	41	7.618483e-4	1.000000e+0	3.975547e-1	1.004334e+1	3.982738e-1	4	2.316892e-4	2.326934e-3	1	1.072681e-1	1.000000e+0	1.000000e+0	9.322440e+0	1.072681e-1	1	1	4.357298e-4	1.000000e+0	chr17_84049498_84049706,chr17_84049806_84050052,chr17_84185404_84187216,chr17_84318318_84318506	Zfp36l2
Ensembl Genes	5261	Kif2a	42	7.689291e-4	1.000000e+0	3.916961e-1	7.170506e+0	6.973009e-1	5	4.056433e-4	2.908668e-3	1	1.072681e-1	1.000000e+0	1.000000e+0	9.322440e+0	1.072681e-1	1	1	4.357298e-4	1.000000e+0	chr13_107096915_107097225,chr13_107831026_107831426,chr13_107955483_107955683,chr13_107955754_107955858,chr13_107970155_107970454	Kif2a
Ensembl Genes	13697	Yars	43	8.056529e-4	1.000000e+0	4.008592e-1	4.914050e+1	4.069963e-2	2	2.367634e-5	1.163467e-3	1	1.072681e-1	1.000000e+0	1.000000e+0	9.322440e+0	1.072681e-1	1	1	4.357298e-4	1.000000e+0	chr4_129189420_129189839,chr4_129189906_129189973	Yars
Ensembl Genes	8547	Dpp9	44	8.104270e-4	1.000000e+0	3.940701e-1	4.899356e+1	4.082169e-2	2	2.374735e-5	1.163467e-3	1	1.072681e-1	1.000000e+0	1.000000e+0	9.322440e+0	1.072681e-1	1	1	4.357298e-4	1.000000e+0	chr17_56200010_56200086,chr17_56233670_56234038	Dpp9
Ensembl Genes	5262	Smim15	45	8.871045e-4	1.000000e+0	4.217689e-1	6.942362e+0	7.202160e-1	5	4.189738e-4	2.908668e-3	1	1.072681e-1	1.000000e+0	1.000000e+0	9.322440e+0	1.072681e-1	1	1	4.357298e-4	1.000000e+0	chr13_107096915_107097225,chr13_107831026_107831426,chr13_107955483_107955683,chr13_107955754_107955858,chr13_107970155_107970454	Smim15
Ensembl Genes	10208	Brd3	46	9.141977e-4	1.000000e+0	4.252013e-1	4.608985e+1	4.339350e-2	2	2.524346e-5	1.163467e-3	1	1.072681e-1	1.000000e+0	1.000000e+0	9.322440e+0	1.072681e-1	1	1	4.357298e-4	1.000000e+0	chr2_27475804_27476174,chr2_27476241_27476341	Brd3
Ensembl Genes	3263	Itga3	47	9.669839e-4	1.000000e+0	4.401834e-1	4.479558e+1	4.464726e-2	2	2.597281e-5	1.163467e-3	1	1.072681e-1	1.000000e+0	1.000000e+0	9.322440e+0	1.072681e-1	1	1	4.357298e-4	1.000000e+0	chr11_95075649_95075802,chr11_95106868_95107245	Itga3
Ensembl Genes	6993	Sp1	48	9.746738e-4	1.000000e+0	4.344405e-1	4.461585e+1	4.482712e-2	2	2.607744e-5	1.163467e-3	1	1.072681e-1	1.000000e+0	1.000000e+0	9.322440e+0	1.072681e-1	1	1	4.357298e-4	1.000000e+0	chr15_102391301_102391394,chr15_102406323_102406930	Sp1
Ensembl Genes	9840	Slc25a28	49	1.039837e-3	1.000000e+0	4.540268e-1	4.317383e+1	4.632436e-2	2	2.694844e-5	1.163467e-3	1	1.072681e-1	1.000000e+0	1.000000e+0	9.322440e+0	1.072681e-1	1	1	4.357298e-4	1.000000e+0	chr19_43674826_43675117,chr19_43675173_43675270	Slc25a28
Ensembl Genes	13932	Fblim1	50	1.106685e-3	1.000000e+0	4.735505e-1	4.182892e+1	4.781381e-2	2	2.781490e-5	1.163467e-3	1	1.072681e-1	1.000000e+0	1.000000e+0	9.322440e+0	1.072681e-1	1	1	4.357298e-4	1.000000e+0	chr4_141546599_141546784,chr4_141546892_141546985	Fblim1
Ensembl Genes	18283	Zfp768	51	1.231763e-3	1.000000e+0	5.167367e-1	3.961321e+1	5.048821e-2	2	2.937069e-5	1.163467e-3	1	1.072681e-1	1.000000e+0	1.000000e+0	9.322440e+0	1.072681e-1	1	1	4.357298e-4	1.000000e+0	chr7_127345339_127345508,chr7_127345569_127345809	Zfp768
Ensembl Genes	15690	Zfp282	52	1.264744e-3	1.000000e+0	5.203692e-1	3.908444e+1	5.117125e-2	2	2.976804e-5	1.163467e-3	1	1.072681e-1	1.000000e+0	1.000000e+0	9.322440e+0	1.072681e-1	1	1	4.357298e-4	1.000000e+0	chr6_47877532_47877608,chr6_47877672_47877920	Zfp282
Ensembl Genes	12338	S100a11	53	1.312946e-3	1.000000e+0	5.300091e-1	3.834777e+1	5.215427e-2	2	3.033989e-5	1.163467e-3	1	1.072681e-1	1.000000e+0	1.000000e+0	9.322440e+0	1.072681e-1	1	1	4.357298e-4	1.000000e+0	chr3_93520342_93520566,chr3_93520645_93520806	S100a11
Ensembl Genes	11516	Tgif2	54	1.319411e-3	1.000000e+0	5.227555e-1	3.825205e+1	5.228477e-2	2	3.041581e-5	1.163467e-3	1	1.072681e-1	1.000000e+0	1.000000e+0	9.322440e+0	1.072681e-1	1	1	4.357298e-4	1.000000e+0	chr2_156789214_156789609,chr2_156839689_156840087	Tgif2
Ensembl Genes	9877	Fgf8	55	1.409463e-3	1.000000e+0	5.482811e-1	3.698799e+1	5.407160e-2	2	3.145526e-5	1.163467e-3	1	1.072681e-1	1.000000e+0	1.000000e+0	9.322440e+0	1.072681e-1	1	1	4.357298e-4	1.000000e+0	chr19_45742890_45742966,chr19_45743027_45743390	Fgf8
Ensembl Genes	16763	Bicra	56	1.441785e-3	1.000000e+0	5.508391e-1	3.656343e+1	5.469946e-2	2	3.182051e-5	1.163467e-3	1	1.072681e-1	1.000000e+0	1.000000e+0	9.322440e+0	1.072681e-1	1	1	4.357298e-4	1.000000e+0	chr7_16048209_16048402,chr7_16048481_16048575	Bicra
Ensembl Genes	13591	Gm8439	57	1.511438e-3	1.000000e+0	5.673196e-1	3.569527e+1	5.602984e-2	2	3.259444e-5	1.163467e-3	1	1.072681e-1	1.000000e+0	1.000000e+0	9.322440e+0	1.072681e-1	1	1	4.357298e-4	1.000000e+0	chr4_120589744_120590208,chr4_120649685_120649843	Gm8439
Ensembl Genes	9734	Lipn	58	1.523390e-3	1.000000e+0	5.619471e-1	3.555231e+1	5.625514e-2	2	3.272550e-5	1.163467e-3	1	1.072681e-1	1.000000e+0	1.000000e+0	9.322440e+0	1.072681e-1	1	1	4.357298e-4	1.000000e+0	chr19_34091222_34091597,chr19_34091669_34092166	Lipn
Ensembl Genes	13618	Pabpc4	59	1.573368e-3	1.000000e+0	5.705459e-1	3.497228e+1	5.718816e-2	2	3.326827e-5	1.163467e-3	1	1.072681e-1	1.000000e+0	1.000000e+0	9.322440e+0	1.072681e-1	1	1	4.357298e-4	1.000000e+0	chr4_123282619_123282829,chr4_123311755_123312281	Pabpc4
Ensembl Genes	3317	Socs7	60	1.575612e-3	1.000000e+0	5.618370e-1	3.494688e+1	5.722971e-2	2	3.329244e-5	1.163467e-3	1	1.072681e-1	1.000000e+0	1.000000e+0	9.322440e+0	1.072681e-1	1	1	4.357298e-4	1.000000e+0	chr11_97365646_97366111,chr11_97400311_97400684	Socs7
Ensembl Genes	14604	Rest	61	1.594324e-3	1.000000e+0	5.591895e-1	3.473722e+1	5.757513e-2	2	3.349338e-5	1.163467e-3	1	1.072681e-1	1.000000e+0	1.000000e+0	9.322440e+0	1.072681e-1	1	1	4.357298e-4	1.000000e+0	chr5_77242342_77242692,chr5_77265017_77266000	Rest
Ensembl Genes	2055	Ctdsp2	62	1.618574e-3	1.000000e+0	5.585386e-1	3.447094e+1	5.801989e-2	2	3.375212e-5	1.163467e-3	1	1.072681e-1	1.000000e+0	1.000000e+0	9.322440e+0	1.072681e-1	1	1	4.357298e-4	1.000000e+0	chr10_126935825_126936043,chr10_126978481_126978902	Ctdsp2
Ensembl Genes	1420	Cd24a	63	1.659841e-3	1.000000e+0	5.636873e-1	1.316985e+1	2.277930e-1	3	1.325148e-4	1.745201e-3	1	1.072681e-1	1.000000e+0	1.000000e+0	9.322440e+0	1.072681e-1	1	1	4.357298e-4	1.000000e+0	chr10_43578975_43579200,chr10_43666490_43667061,chr10_43872378_43872479	Cd24a
Ensembl Genes	7003	Atp5g2	64	1.667528e-3	1.000000e+0	5.574494e-1	3.395119e+1	5.890811e-2	2	3.426882e-5	1.163467e-3	1	1.072681e-1	1.000000e+0	1.000000e+0	9.322440e+0	1.072681e-1	1	1	4.357298e-4	1.000000e+0	chr15_102692607_102692784,chr15_102692850_102693180	Atp5g2
Ensembl Genes	1825	Txnrd1	65	1.731283e-3	1.000000e+0	5.698585e-1	3.330763e+1	6.004630e-2	2	3.493095e-5	1.163467e-3	1	1.072681e-1	1.000000e+0	1.000000e+0	9.322440e+0	1.072681e-1	1	1	4.357298e-4	1.000000e+0	chr10_82810461_82810727,chr10_82836161_82836336	Txnrd1
Ensembl Genes	852	Soat1	66	1.771949e-3	1.000000e+0	5.744068e-1	3.291541e+1	6.076181e-2	2	3.534718e-5	1.163467e-3	1	1.072681e-1	1.000000e+0	1.000000e+0	9.322440e+0	1.072681e-1	1	1	4.357298e-4	1.000000e+0	chr1_156474208_156474294,chr1_156474350_156474625	Soat1
Ensembl Genes	9735	Lipm	67	1.889264e-3	1.000000e+0	6.032956e-1	3.185575e+1	6.278302e-2	2	3.652299e-5	1.163467e-3	1	1.072681e-1	1.000000e+0	1.000000e+0	9.322440e+0	1.072681e-1	1	1	4.357298e-4	1.000000e+0	chr19_34091222_34091597,chr19_34091669_34092166	Lipm
Ensembl Genes	13056	Clta	68	1.966494e-3	1.000000e+0	6.187226e-1	3.121053e+1	6.408094e-2	2	3.727803e-5	1.163467e-3	1	1.072681e-1	1.000000e+0	1.000000e+0	9.322440e+0	1.072681e-1	1	1	4.357298e-4	1.000000e+0	chr4_44023773_44024207,chr4_44026016_44026307	Clta
Ensembl Genes	11683	Pfdn4	69	1.973403e-3	1.000000e+0	6.118979e-1	3.115466e+1	6.419586e-2	2	3.734489e-5	1.163467e-3	1	1.072681e-1	1.000000e+0	1.000000e+0	9.322440e+0	1.072681e-1	1	1	4.357298e-4	1.000000e+0	chr2_170533984_170534641,chr2_170538308_170538530	Pfdn4
Ensembl Genes	3280	Igf2bp1	70	2.004030e-3	1.000000e+0	6.125175e-1	3.091049e+1	6.470295e-2	2	3.763988e-5	1.163467e-3	1	1.072681e-1	1.000000e+0	1.000000e+0	9.322440e+0	1.072681e-1	1	1	4.357298e-4	1.000000e+0	chr11_96006056_96006254,chr11_96007099_96007294	Igf2bp1
Ensembl Genes	8050	Ppard	71	2.012421e-3	1.000000e+0	6.064190e-1	3.084456e+1	6.484125e-2	2	3.772033e-5	1.163467e-3	1	1.072681e-1	1.000000e+0	1.000000e+0	9.322440e+0	1.072681e-1	1	1	4.357298e-4	1.000000e+0	chr17_28232500_28232773,chr17_28247660_28247903	Ppard
Ensembl Genes	3724	Foxj1	72	2.028384e-3	1.000000e+0	6.027399e-1	3.072029e+1	6.510356e-2	2	3.787293e-5	1.163467e-3	1	1.072681e-1	1.000000e+0	1.000000e+0	9.322440e+0	1.072681e-1	1	1	4.357298e-4	1.000000e+0	chr11_116335055_116335832,chr11_116404048_116404265	Foxj1
Ensembl Genes	9940	Shoc2	73	2.029809e-3	1.000000e+0	5.949009e-1	3.070926e+1	6.512693e-2	2	3.788652e-5	1.163467e-3	1	1.072681e-1	1.000000e+0	1.000000e+0	9.322440e+0	1.072681e-1	1	1	4.357298e-4	1.000000e+0	chr19_53944403_53944996,chr19_53956947_53957214	Shoc2
Ensembl Genes	18221	D430042O09Rik	74	2.056670e-3	1.000000e+0	5.946278e-1	1.220745e+1	2.457515e-1	3	1.429619e-4	1.745201e-3	1	1.072681e-1	1.000000e+0	1.000000e+0	9.322440e+0	1.072681e-1	1	1	4.357298e-4	1.000000e+0	chr7_125864102_125864521,chr7_125983996_125984404,chr7_126007548_126007796	D430042O09Rik
Ensembl Genes	2981	Cluh	75	2.140508e-3	1.000000e+0	6.106156e-1	2.988690e+1	6.691895e-2	2	3.892900e-5	1.163467e-3	1	1.072681e-1	1.000000e+0	1.000000e+0	9.322440e+0	1.072681e-1	1	1	4.357298e-4	1.000000e+0	chr11_74638427_74638622,chr11_74648884_74649594	Cluh
