# GREAT version 4.0.4	Species assembly: mm10	Association rule: Basal+extension: 5000 bp upstream, 1000 bp downstream, 1000000 bp max extension, curated regulatory domains included																					
# Ontology summary statistics are provided in the footer.																							
#																							
# Ontology	ID	Desc	BinomRank	BinomP	BinomBonfP	BinomFdrQ	RegionFoldEnrich	ExpRegions	ObsRegions	GenomeFrac	SetCov	HyperRank	HyperP	HyperBonfP	HyperFdrQ	GeneFoldEnrich	ExpGenes	ObsGenes	TotalGenes	GeneSetCov	TermCov	Regions	Genes
Ensembl Genes	21791	Gm21854	11	2.68E-10	5.73E-06	5.21E-07	3.24E+01	2.47E-01	8	2.55E-04	8.27E-03	1	6.52E-02	1.00E+00	1.00E+00	1.53E+01	6.52E-02	1	1	7.17E-04	1.00E+00	chrY_5048100_5048297,chrY_5245840_5246100,chrY_5265783_5266170,chrY_5266553_5266758,chrY_5275347_5275736,chrY_5583251_5583545,chrY_5679687_5679855,chrY_5687407_5687636	Gm21854
Ensembl Genes	17289	1600014C10Rik	12	1.02E-09	2.18E-05	1.82E-06	1.20E+02	4.18E-02	5	4.32E-05	5.17E-03	1	6.52E-02	1.00E+00	1.00E+00	1.53E+01	6.52E-02	1	1	7.17E-04	1.00E+00	chr7_38183050_38184271,chr7_38184529_38185013,chr7_38191311_38192442,chr7_38193477_38195519,chr7_38197297_38198262	1600014C10Rik
Ensembl Genes	17290	Plekhf1	13	3.97E-08	8.49E-04	6.53E-05	1.27E+02	3.15E-02	4	3.26E-05	4.14E-03	1	6.52E-02	1.00E+00	1.00E+00	1.53E+01	6.52E-02	1	1	7.17E-04	1.00E+00	chr7_38184529_38185013,chr7_38191311_38192442,chr7_38193477_38195519,chr7_38197297_38198262	Plekhf1
Ensembl Genes	10520	Dlx1	14	5.03E-08	1.08E-03	7.68E-05	1.20E+02	3.34E-02	4	3.46E-05	4.14E-03	1	6.52E-02	1.00E+00	1.00E+00	1.53E+01	6.52E-02	1	1	7.17E-04	1.00E+00	chr2_71511943_71512800,chr2_71530324_71531774,chr2_71541880_71544776,chr2_71544955_71545796	Dlx1
Ensembl Genes	21789	Gm20918	15	1.53E-07	3.28E-03	2.18E-04	1.41E+01	5.65E-01	8	5.85E-04	8.27E-03	1	6.52E-02	1.00E+00	1.00E+00	1.53E+01	6.52E-02	1	1	7.17E-04	1.00E+00	chrY_4420889_4421043,chrY_5027439_5027593,chrY_5048100_5048297,chrY_5245840_5246100,chrY_5265783_5266170,chrY_5266553_5266758,chrY_5275347_5275736,chrY_5583251_5583545	Gm20918
Ensembl Genes	21792	Gm20914	16	2.05E-07	4.39E-03	2.74E-04	8.40E+01	4.76E-02	4	4.93E-05	4.14E-03	1	6.52E-02	1.00E+00	1.00E+00	1.53E+01	6.52E-02	1	1	7.17E-04	1.00E+00	chrY_5679687_5679855,chrY_5687407_5687636,chrY_5738914_5739188,chrY_5754871_5755110	Gm20914
Ensembl Genes	5032	2410141K09Rik	17	2.33E-07	4.99E-03	2.93E-04	2.46E+01	2.44E-01	6	2.52E-04	6.20E-03	1	6.52E-02	1.00E+00	1.00E+00	1.53E+01	6.52E-02	1	1	7.17E-04	1.00E+00	chr13_66294075_66294202,chr13_66301981_66302205,chr13_66431431_66432205,chr13_66588693_66589408,chr13_66727181_66727363,chr13_66799435_66799781	2410141K09Rik
Ensembl Genes	3793	Bahcc1	18	9.32E-07	1.99E-02	1.11E-03	5.73E+01	6.98E-02	4	7.22E-05	4.14E-03	1	6.52E-02	1.00E+00	1.00E+00	1.53E+01	6.52E-02	1	1	7.17E-04	1.00E+00	chr11_120185421_120186196,chr11_120186364_120189507,chr11_120233701_120234326,chr11_120234641_120239072	Bahcc1
Ensembl Genes	21808	Gm20815	19	1.09E-06	2.34E-02	1.23E-03	1.88E+01	3.19E-01	6	3.30E-04	6.20E-03	1	6.52E-02	1.00E+00	1.00E+00	1.53E+01	6.52E-02	1	1	7.17E-04	1.00E+00	chrY_8999768_9000082,chrY_9059528_9059720,chrY_9059854_9060003,chrY_9098267_9098505,chrY_9099492_9100132,chrY_9117453_9117633	Gm20815
Ensembl Genes	21811	Gm21812	20	1.30E-06	2.78E-02	1.39E-03	5.27E+01	7.60E-02	4	7.85E-05	4.14E-03	1	6.52E-02	1.00E+00	1.00E+00	1.53E+01	6.52E-02	1	1	7.17E-04	1.00E+00	chrY_9290079_9290252,chrY_9290664_9290821,chrY_9329924_9330411,chrY_9401855_9402114	Gm21812
Ensembl Genes	1713	Gpx4	21	1.60E-06	3.43E-02	1.63E-03	1.40E+02	2.14E-02	3	2.21E-05	3.10E-03	1	6.52E-02	1.00E+00	1.00E+00	1.53E+01	6.52E-02	1	1	7.17E-04	1.00E+00	chr10_80054157_80054700,chr10_80055087_80056206,chr10_80059939_80060459	Gpx4
Ensembl Genes	18778	Rnf170	22	2.40E-06	5.12E-02	2.33E-03	9.13E+02	2.19E-03	2	2.27E-06	2.07E-03	1	6.52E-02	1.00E+00	1.00E+00	1.53E+01	6.52E-02	1	1	7.17E-04	1.00E+00	chr8_26117824_26118019,chr8_26118257_26118822	Rnf170
Ensembl Genes	13591	Gm8439	23	5.08E-06	1.09E-01	4.73E-03	9.52E+01	3.15E-02	3	3.26E-05	3.10E-03	1	6.52E-02	1.00E+00	1.00E+00	1.53E+01	6.52E-02	1	1	7.17E-04	1.00E+00	chr4_120589563_120590521,chr4_120602808_120603094,chr4_120649484_120650074	Gm8439
Ensembl Genes	8757	Bambi	24	6.72E-06	1.44E-01	5.99E-03	1.99E+01	2.51E-01	5	2.60E-04	5.17E-03	1	6.52E-02	1.00E+00	1.00E+00	1.53E+01	6.52E-02	1	1	7.17E-04	1.00E+00	chr18_3508294_3509423,chr18_3566289_3567461,chr18_3653912_3654258,chr18_3866682_3866977,chr18_3867122_3868439	Bambi
Ensembl Genes	21797	Gm28919	25	1.92E-05	4.10E-01	1.64E-02	2.65E+01	1.51E-01	4	1.56E-04	4.14E-03	1	6.52E-02	1.00E+00	1.00E+00	1.53E+01	6.52E-02	1	1	7.17E-04	1.00E+00	chrY_6326847_6327080,chrY_6392774_6392984,chrY_6492824_6493010,chrY_6524057_6524338	Gm28919
Ensembl Genes	11696	Bmp7	26	2.02E-05	4.33E-01	1.67E-02	2.61E+01	1.53E-01	4	1.59E-04	4.14E-03	1	6.52E-02	1.00E+00	1.00E+00	1.53E+01	6.52E-02	1	1	7.17E-04	1.00E+00	chr2_172623672_172624157,chr2_172788941_172790019,chr2_172855552_172856470,chr2_172937423_172938185	Bmp7
Ensembl Genes	21812	Gm21874	27	2.12E-05	4.53E-01	1.68E-02	2.58E+01	1.55E-01	4	1.60E-04	4.14E-03	1	6.52E-02	1.00E+00	1.00E+00	1.53E+01	6.52E-02	1	1	7.17E-04	1.00E+00	chrY_9401855_9402114,chrY_9495970_9496316,chrY_9500425_9500598,chrY_9588052_9588261	Gm21874
Ensembl Genes	11695	Tfap2c	28	2.95E-05	6.31E-01	2.26E-02	2.37E+01	1.69E-01	4	1.75E-04	4.14E-03	1	6.52E-02	1.00E+00	1.00E+00	1.53E+01	6.52E-02	1	1	7.17E-04	1.00E+00	chr2_172623672_172624157,chr2_172788941_172790019,chr2_172855552_172856470,chr2_172937423_172938185	Tfap2c
Ensembl Genes	13592	Cited4	29	2.97E-05	6.36E-01	2.19E-02	5.25E+01	5.72E-02	3	5.91E-05	3.10E-03	1	6.52E-02	1.00E+00	1.00E+00	1.53E+01	6.52E-02	1	1	7.17E-04	1.00E+00	chr4_120589563_120590521,chr4_120602808_120603094,chr4_120649484_120650074	Cited4
Ensembl Genes	15308	Tnrc18	30	5.37E-05	1.00E+00	3.83E-02	4.30E+01	6.98E-02	3	7.22E-05	3.10E-03	1	6.52E-02	1.00E+00	1.00E+00	1.53E+01	6.52E-02	1	1	7.17E-04	1.00E+00	chr5_142814417_142815443,chr5_142815895_142816475,chr5_142822983_142823707	Tnrc18
Ensembl Genes	20283	Car12	31	5.60E-05	1.00E+00	3.86E-02	4.24E+01	7.08E-02	3	7.32E-05	3.10E-03	1	6.52E-02	1.00E+00	1.00E+00	1.53E+01	6.52E-02	1	1	7.17E-04	1.00E+00	chr9_66611815_66612170,chr9_66628355_66628977,chr9_66748138_66748920	Car12
Ensembl Genes	15141	Gtf2i	32	8.23E-05	1.00E+00	5.51E-02	3.72E+01	8.07E-02	3	8.35E-05	3.10E-03	1	6.52E-02	1.00E+00	1.00E+00	1.53E+01	6.52E-02	1	1	7.17E-04	1.00E+00	chr5_134255161_134255557,chr5_134313576_134314029,chr5_134378866_134379022	Gtf2i
Ensembl Genes	18779	Gm45692	33	9.84E-05	1.00E+00	6.38E-02	1.42E+02	1.41E-02	2	1.46E-05	2.07E-03	1	6.52E-02	1.00E+00	1.00E+00	1.53E+01	6.52E-02	1	1	7.17E-04	1.00E+00	chr8_26117824_26118019,chr8_26118257_26118822	Gm45692
Ensembl Genes	6663	Syngr1	34	1.15E-04	1.00E+00	7.26E-02	1.31E+02	1.53E-02	2	1.58E-05	2.07E-03	1	6.52E-02	1.00E+00	1.00E+00	1.53E+01	6.52E-02	1	1	7.17E-04	1.00E+00	chr15_80096711_80097081,chr15_80097212_80097334	Syngr1
Ensembl Genes	10521	Dlx2	35	1.22E-04	1.00E+00	7.47E-02	3.25E+01	9.23E-02	3	9.55E-05	3.10E-03	1	6.52E-02	1.00E+00	1.00E+00	1.53E+01	6.52E-02	1	1	7.17E-04	1.00E+00	chr2_71530324_71531774,chr2_71541880_71544776,chr2_71544955_71545796	Dlx2
Ensembl Genes	4888	Msx2	36	1.24E-04	1.00E+00	7.36E-02	1.63E+01	2.46E-01	4	2.54E-04	4.14E-03	1	6.52E-02	1.00E+00	1.00E+00	1.53E+01	6.52E-02	1	1	7.17E-04	1.00E+00	chr13_53471407_53472168,chr13_53472662_53473247,chr13_53519628_53520377,chr13_53520621_53521014	Msx2
Ensembl Genes	7292	Hes1	37	1.34E-04	1.00E+00	7.74E-02	1.60E+01	2.51E-01	4	2.59E-04	4.14E-03	1	6.52E-02	1.00E+00	1.00E+00	1.53E+01	6.52E-02	1	1	7.17E-04	1.00E+00	chr16_29644125_29644309,chr16_29667340_29667668,chr16_29688534_29689833,chr16_30066210_30067176	Hes1
Ensembl Genes	20356	Lrrc1	38	1.62E-04	1.00E+00	9.14E-02	2.95E+01	1.02E-01	3	1.05E-04	3.10E-03	1	6.52E-02	1.00E+00	1.00E+00	1.53E+01	6.52E-02	1	1	7.17E-04	1.00E+00	chr9_77427179_77427873,chr9_77463740_77464405,chr9_77537783_77538814	Lrrc1
Ensembl Genes	21813	Gm20821	39	1.65E-04	1.00E+00	9.05E-02	1.51E+01	2.65E-01	4	2.74E-04	4.14E-03	1	6.52E-02	1.00E+00	1.00E+00	1.53E+01	6.52E-02	1	1	7.17E-04	1.00E+00	chrY_10015037_10015477,chrY_9495970_9496316,chrY_9500425_9500598,chrY_9588052_9588261	Gm20821
Ensembl Genes	1714	Sbno2	40	2.04E-04	1.00E+00	1.09E-01	9.82E+01	2.04E-02	2	2.11E-05	2.07E-03	1	6.52E-02	1.00E+00	1.00E+00	1.53E+01	6.52E-02	1	1	7.17E-04	1.00E+00	chr10_80055087_80056206,chr10_80059939_80060459	Sbno2
Ensembl Genes	5031	Gm10772	41	2.42E-04	1.00E+00	1.26E-01	2.57E+01	1.17E-01	3	1.21E-04	3.10E-03	1	6.52E-02	1.00E+00	1.00E+00	1.53E+01	6.52E-02	1	1	7.17E-04	1.00E+00	chr13_66294075_66294202,chr13_66301981_66302205,chr13_66431431_66432205	Gm10772
Ensembl Genes	8758	Lyzl1	42	2.92E-04	1.00E+00	1.49E-01	1.30E+01	3.08E-01	4	3.18E-04	4.14E-03	1	6.52E-02	1.00E+00	1.00E+00	1.53E+01	6.52E-02	1	1	7.17E-04	1.00E+00	chr18_3566289_3567461,chr18_3653912_3654258,chr18_3866682_3866977,chr18_3867122_3868439	Lyzl1
Ensembl Genes	18781	Zfp703	43	3.14E-04	1.00E+00	1.56E-01	1.27E+01	3.14E-01	4	3.25E-04	4.14E-03	1	6.52E-02	1.00E+00	1.00E+00	1.53E+01	6.52E-02	1	1	7.17E-04	1.00E+00	chr8_26238733_26239507,chr8_26833333_26834364,chr8_26881216_26881761,chr8_26984026_26984945	Zfp703
Ensembl Genes	4469	Jag2	44	3.70E-04	1.00E+00	1.80E-01	7.28E+01	2.75E-02	2	2.84E-05	2.07E-03	1	6.52E-02	1.00E+00	1.00E+00	1.53E+01	6.52E-02	1	1	7.17E-04	1.00E+00	chr12_112877453_112878626,chr12_112885063_112885829	Jag2
Ensembl Genes	6664	Tab1	45	3.82E-04	1.00E+00	1.81E-01	7.17E+01	2.79E-02	2	2.88E-05	2.07E-03	1	6.52E-02	1.00E+00	1.00E+00	1.53E+01	6.52E-02	1	1	7.17E-04	1.00E+00	chr15_80096711_80097081,chr15_80097212_80097334	Tab1
Ensembl Genes	5738	Bmp4	46	3.86E-04	1.00E+00	1.79E-01	2.19E+01	1.37E-01	3	1.42E-04	3.10E-03	1	6.52E-02	1.00E+00	1.00E+00	1.53E+01	6.52E-02	1	1	7.17E-04	1.00E+00	chr14_46387358_46388080,chr14_46604231_46604780,chr14_46661413_46662327	Bmp4
Ensembl Genes	4455	Kif26a	47	4.73E-04	1.00E+00	2.15E-01	2.04E+01	1.47E-01	3	1.52E-04	3.10E-03	1	6.52E-02	1.00E+00	1.00E+00	1.53E+01	6.52E-02	1	1	7.17E-04	1.00E+00	chr12_112170739_112171035,chr12_112172080_112173081,chr12_112253453_112253927	Kif26a
Ensembl Genes	19491	Gse1	48	4.85E-04	1.00E+00	2.16E-01	2.02E+01	1.48E-01	3	1.53E-04	3.10E-03	1	6.52E-02	1.00E+00	1.00E+00	1.53E+01	6.52E-02	1	1	7.17E-04	1.00E+00	chr8_120335551_120336220,chr8_120449635_120450542,chr8_120549898_120550308	Gse1
Ensembl Genes	20237	Smad3	49	5.12E-04	1.00E+00	2.23E-01	1.99E+01	1.51E-01	3	1.56E-04	3.10E-03	1	6.52E-02	1.00E+00	1.00E+00	1.53E+01	6.52E-02	1	1	7.17E-04	1.00E+00	chr9_63668508_63669046,chr9_63932686_63933176,chr9_64017652_64018344	Smad3
Ensembl Genes	4468	Gpr132	50	5.80E-04	1.00E+00	2.48E-01	5.80E+01	3.45E-02	2	3.57E-05	2.07E-03	1	6.52E-02	1.00E+00	1.00E+00	1.53E+01	6.52E-02	1	1	7.17E-04	1.00E+00	chr12_112877453_112878626,chr12_112885063_112885829	Gpr132
Ensembl Genes	13577	Ccdc30	51	5.88E-04	1.00E+00	2.47E-01	5.76E+01	3.47E-02	2	3.59E-05	2.07E-03	1	6.52E-02	1.00E+00	1.00E+00	1.53E+01	6.52E-02	1	1	7.17E-04	1.00E+00	chr4_119408339_119408854,chr4_119415302_119415837	Ccdc30
Ensembl Genes	4457	Tmem179	52	5.98E-04	1.00E+00	2.46E-01	1.88E+01	1.59E-01	3	1.65E-04	3.10E-03	1	6.52E-02	1.00E+00	1.00E+00	1.53E+01	6.52E-02	1	1	7.17E-04	1.00E+00	chr12_112170739_112171035,chr12_112172080_112173081,chr12_112253453_112253927	Tmem179
Ensembl Genes	11541	Snhg11	53	6.18E-04	1.00E+00	2.50E-01	5.62E+01	3.56E-02	2	3.68E-05	2.07E-03	1	6.52E-02	1.00E+00	1.00E+00	1.53E+01	6.52E-02	1	1	7.17E-04	1.00E+00	chr2_158401703_158401910,chr2_158402066_158402734	Snhg11
Ensembl Genes	15373	Gm6408	54	6.55E-04	1.00E+00	2.60E-01	5.46E+01	3.67E-02	2	3.79E-05	2.07E-03	1	6.52E-02	1.00E+00	1.00E+00	1.53E+01	6.52E-02	1	1	7.17E-04	1.00E+00	chr5_146481093_146481261,chr5_146484019_146484218	Gm6408
Ensembl Genes	5034	Gm10767	55	6.95E-04	1.00E+00	2.70E-01	1.79E+01	1.68E-01	3	1.74E-04	3.10E-03	1	6.52E-02	1.00E+00	1.00E+00	1.53E+01	6.52E-02	1	1	7.17E-04	1.00E+00	chr13_66588693_66589408,chr13_66727181_66727363,chr13_66799435_66799781	Gm10767
Ensembl Genes	18777	Hook3	56	6.97E-04	1.00E+00	2.66E-01	5.29E+01	3.78E-02	2	3.91E-05	2.07E-03	1	6.52E-02	1.00E+00	1.00E+00	1.53E+01	6.52E-02	1	1	7.17E-04	1.00E+00	chr8_26117824_26118019,chr8_26118257_26118822	Hook3
Ensembl Genes	14952	Msi1	57	7.47E-04	1.00E+00	2.80E-01	5.10E+01	3.92E-02	2	4.05E-05	2.07E-03	1	6.52E-02	1.00E+00	1.00E+00	1.53E+01	6.52E-02	1	1	7.17E-04	1.00E+00	chr5_115394235_115394782,chr5_115438043_115438886	Msi1
Ensembl Genes	8706	Haao	58	7.85E-04	1.00E+00	2.89E-01	1.71E+01	1.75E-01	3	1.81E-04	3.10E-03	1	6.52E-02	1.00E+00	1.00E+00	1.53E+01	6.52E-02	1	1	7.17E-04	1.00E+00	chr17_83920344_83920701,chr17_84184827_84185319,chr17_84185496_84186847	Haao
Ensembl Genes	20355	Mlip	59	8.49E-04	1.00E+00	3.08E-01	1.67E+01	1.80E-01	3	1.86E-04	3.10E-03	1	6.52E-02	1.00E+00	1.00E+00	1.53E+01	6.52E-02	1	1	7.17E-04	1.00E+00	chr9_77427179_77427873,chr9_77463740_77464405,chr9_77537783_77538814	Mlip
Ensembl Genes	12146	Glt28d2	60	8.57E-04	1.00E+00	3.05E-01	4.76E+01	4.20E-02	2	4.34E-05	2.07E-03	1	6.52E-02	1.00E+00	1.00E+00	1.53E+01	6.52E-02	1	1	7.17E-04	1.00E+00	chr3_85931675_85932031,chr3_85969739_85970372	Glt28d2
Ensembl Genes	1146	Eprs	61	8.64E-04	1.00E+00	3.03E-01	4.74E+01	4.22E-02	2	4.36E-05	2.07E-03	1	6.52E-02	1.00E+00	1.00E+00	1.53E+01	6.52E-02	1	1	7.17E-04	1.00E+00	chr1_185363101_185363928,chr1_185364113_185364289	Eprs
Ensembl Genes	11542	Ralgapb	62	9.47E-04	1.00E+00	3.27E-01	4.53E+01	4.42E-02	2	4.57E-05	2.07E-03	1	6.52E-02	1.00E+00	1.00E+00	1.53E+01	6.52E-02	1	1	7.17E-04	1.00E+00	chr2_158401703_158401910,chr2_158402066_158402734	Ralgapb
Ensembl Genes	7290	Opa1	63	9.55E-04	1.00E+00	3.24E-01	1.60E+01	1.88E-01	3	1.94E-04	3.10E-03	1	6.52E-02	1.00E+00	1.00E+00	1.53E+01	6.52E-02	1	1	7.17E-04	1.00E+00	chr16_29644125_29644309,chr16_29667340_29667668,chr16_29688534_29689833	Opa1
Ensembl Genes	3794	Actg1	64	9.72E-04	1.00E+00	3.25E-01	4.47E+01	4.48E-02	2	4.63E-05	2.07E-03	1	6.52E-02	1.00E+00	1.00E+00	1.53E+01	6.52E-02	1	1	7.17E-04	1.00E+00	chr11_120233701_120234326,chr11_120234641_120239072	Actg1
Ensembl Genes	3792	Slc38a10	65	9.98E-04	1.00E+00	3.28E-01	4.41E+01	4.54E-02	2	4.69E-05	2.07E-03	1	6.52E-02	1.00E+00	1.00E+00	1.53E+01	6.52E-02	1	1	7.17E-04	1.00E+00	chr11_120185421_120186196,chr11_120186364_120189507	Slc38a10
Ensembl Genes	1491	Slc29a3	66	1.08E-03	1.00E+00	3.49E-01	4.24E+01	4.71E-02	2	4.88E-05	2.07E-03	1	6.52E-02	1.00E+00	1.00E+00	1.53E+01	6.52E-02	1	1	7.17E-04	1.00E+00	chr10_60793427_60794990,chr10_60813548_60814597	Slc29a3
Ensembl Genes	12699	Lef1	67	1.08E-03	1.00E+00	3.44E-01	1.53E+01	1.96E-01	3	2.02E-04	3.10E-03	1	6.52E-02	1.00E+00	1.00E+00	1.53E+01	6.52E-02	1	1	7.17E-04	1.00E+00	chr3_131107045_131107467,chr3_131177548_131178523,chr3_131244276_131244734	Lef1
Ensembl Genes	17775	Arrb1	68	1.22E-03	1.00E+00	3.83E-01	3.99E+01	5.02E-02	2	5.19E-05	2.07E-03	1	6.52E-02	1.00E+00	1.00E+00	1.53E+01	6.52E-02	1	1	7.17E-04	1.00E+00	chr7_99534063_99534627,chr7_99534793_99535006	Arrb1
Ensembl Genes	16018	Abtb1	69	1.41E-03	1.00E+00	4.39E-01	3.69E+01	5.42E-02	2	5.60E-05	2.07E-03	1	6.52E-02	1.00E+00	1.00E+00	1.53E+01	6.52E-02	1	1	7.17E-04	1.00E+00	chr6_88730403_88731008,chr6_88788196_88788416	Abtb1
Ensembl Genes	5458	Atxn7	70	1.52E-03	1.00E+00	4.64E-01	3.56E+01	5.61E-02	2	5.81E-05	2.07E-03	1	6.52E-02	1.00E+00	1.00E+00	1.53E+01	6.52E-02	1	1	7.17E-04	1.00E+00	chr14_13968315_13968833,chr14_14064623_14065034	Atxn7
Ensembl Genes	8707	Zfp36l2	71	1.58E-03	1.00E+00	4.77E-01	1.34E+01	2.24E-01	3	2.32E-04	3.10E-03	1	6.52E-02	1.00E+00	1.00E+00	1.53E+01	6.52E-02	1	1	7.17E-04	1.00E+00	chr17_83920344_83920701,chr17_84184827_84185319,chr17_84185496_84186847	Zfp36l2
Ensembl Genes	3021	Bhlha9	72	1.65E-03	1.00E+00	4.90E-01	3.41E+01	5.86E-02	2	6.06E-05	2.07E-03	1	6.52E-02	1.00E+00	1.00E+00	1.53E+01	6.52E-02	1	1	7.17E-04	1.00E+00	chr11_76658997_76659767,chr11_76665836_76666657	Bhlha9
Ensembl Genes	5515	Zfp503	73	1.66E-03	1.00E+00	4.85E-01	3.41E+01	5.87E-02	2	6.07E-05	2.07E-03	1	6.52E-02	1.00E+00	1.00E+00	1.53E+01	6.52E-02	1	1	7.17E-04	1.00E+00	chr14_21983737_21986878,chr14_21991209_21991649	Zfp503
Ensembl Genes	3190	Tex14	74	1.67E-03	1.00E+00	4.84E-01	3.39E+01	5.90E-02	2	6.10E-05	2.07E-03	1	6.52E-02	1.00E+00	1.00E+00	1.53E+01	6.52E-02	1	1	7.17E-04	1.00E+00	chr11_87422538_87423866,chr11_87426616_87427277	Tex14
