# GREAT version 4.0.4	Species assembly: mm10	Association rule: Basal+extension: 5000 bp upstream, 1000 bp downstream, 1000000 bp max extension, curated regulatory domains included
# Ontology summary statistics are provided in the footer.
#
# Ontology	ID	Desc	BinomRank	BinomP	BinomBonfP	BinomFdrQ	RegionFoldEnrich	ExpRegions	ObsRegions	GenomeFrac	SetCov	HyperRank	HyperP	HyperBonfP	HyperFdrQ	GeneFoldEnrich	ExpGenes	ObsGenes	TotalGenes	GeneSetCov	TermCov	Regions	Genes
Ensembl Genes	16152	Tamm41	11	1.351896e-4	1.000000e+0	2.629438e-1	3.138673e+1	9.558178e-2	3	7.671090e-5	2.407705e-3	1	8.301005e-2	1.000000e+0	1.000000e+0	1.204673e+1	8.301005e-2	1	1	5.630631e-4	1.000000e+0	chr6_114953168_114953246,chr6_114970124_114970278,chr6_114997035_114997475	Tamm41
Ensembl Genes	5261	Kif2a	12	1.796988e-4	1.000000e+0	3.203880e-1	9.892536e+0	5.054316e-1	5	4.056433e-4	4.012841e-3	1	8.301005e-2	1.000000e+0	1.000000e+0	1.204673e+1	8.301005e-2	1	1	5.630631e-4	1.000000e+0	chr13_107096915_107097225,chr13_107831026_107831426,chr13_107955483_107955683,chr13_107955754_107955858,chr13_107970155_107970454	Kif2a
Ensembl Genes	19261	Ccdc102a	13	1.905386e-4	1.000000e+0	3.135826e-1	1.017444e+2	1.965711e-2	2	1.577617e-5	1.605136e-3	1	8.301005e-2	1.000000e+0	1.000000e+0	1.204673e+1	8.301005e-2	1	1	5.630631e-4	1.000000e+0	chr8_94899151_94899545,chr8_94899599_94899691	Ccdc102a
Ensembl Genes	18542	Dhcr7	14	2.082767e-4	1.000000e+0	3.182914e-1	9.728628e+1	2.055788e-2	2	1.649910e-5	1.605136e-3	1	8.301005e-2	1.000000e+0	1.000000e+0	1.204673e+1	8.301005e-2	1	1	5.630631e-4	1.000000e+0	chr7_143829893_143830215,chr7_143842180_143842258	Dhcr7
Ensembl Genes	5262	Smim15	15	2.083746e-4	1.000000e+0	2.972116e-1	9.577785e+0	5.220414e-1	5	4.189738e-4	4.012841e-3	1	8.301005e-2	1.000000e+0	1.000000e+0	1.204673e+1	8.301005e-2	1	1	5.630631e-4	1.000000e+0	chr13_107096915_107097225,chr13_107831026_107831426,chr13_107955483_107955683,chr13_107955754_107955858,chr13_107970155_107970454	Smim15
Ensembl Genes	7549	Samsn1	16	2.120394e-4	1.000000e+0	2.835364e-1	1.414182e+1	2.828490e-1	4	2.270056e-4	3.210273e-3	1	8.301005e-2	1.000000e+0	1.000000e+0	1.204673e+1	8.301005e-2	1	1	5.630631e-4	1.000000e+0	chr16_75796569_75796648,chr16_75918972_75919390,chr16_75960481_75960763,chr16_75960844_75960993	Samsn1
Ensembl Genes	7004	Calcoco1	17	2.201572e-4	1.000000e+0	2.770743e-1	2.656314e+1	1.129385e-1	3	9.064082e-5	2.407705e-3	1	8.301005e-2	1.000000e+0	1.000000e+0	1.204673e+1	8.301005e-2	1	1	5.630631e-4	1.000000e+0	chr15_102692607_102692784,chr15_102692850_102693180,chr15_102838362_102838664	Calcoco1
Ensembl Genes	19260	Dok4	18	3.737014e-4	1.000000e+0	4.441856e-1	7.245919e+1	2.760174e-2	2	2.215228e-5	1.605136e-3	1	8.301005e-2	1.000000e+0	1.000000e+0	1.204673e+1	8.301005e-2	1	1	5.630631e-4	1.000000e+0	chr8_94899151_94899545,chr8_94899599_94899691	Dok4
Ensembl Genes	8547	Dpp9	19	4.288890e-4	1.000000e+0	4.829516e-1	6.759224e+1	2.958920e-2	2	2.374735e-5	1.605136e-3	1	8.301005e-2	1.000000e+0	1.000000e+0	1.204673e+1	8.301005e-2	1	1	5.630631e-4	1.000000e+0	chr17_56200010_56200086,chr17_56233670_56234038	Dpp9
Ensembl Genes	3263	Itga3	20	5.120980e-4	1.000000e+0	5.478168e-1	6.180064e+1	3.236212e-2	2	2.597281e-5	1.605136e-3	1	8.301005e-2	1.000000e+0	1.000000e+0	1.204673e+1	8.301005e-2	1	1	5.630631e-4	1.000000e+0	chr11_95075649_95075802,chr11_95106868_95107245	Itga3
Ensembl Genes	6993	Sp1	21	5.161874e-4	1.000000e+0	5.258966e-1	6.155269e+1	3.249249e-2	2	2.607744e-5	1.605136e-3	1	8.301005e-2	1.000000e+0	1.000000e+0	1.204673e+1	8.301005e-2	1	1	5.630631e-4	1.000000e+0	chr15_102391301_102391394,chr15_102406323_102406930	Sp1
Ensembl Genes	1420	Cd24a	22	6.617877e-4	1.000000e+0	6.435885e-1	1.816932e+1	1.651135e-1	3	1.325148e-4	2.407705e-3	1	8.301005e-2	1.000000e+0	1.000000e+0	1.204673e+1	8.301005e-2	1	1	5.630631e-4	1.000000e+0	chr10_43578975_43579200,chr10_43666490_43667061,chr10_43872378_43872479	Cd24a
Ensembl Genes	15690	Zfp282	23	6.705830e-4	1.000000e+0	6.237880e-1	5.392147e+1	3.709097e-2	2	2.976804e-5	1.605136e-3	1	8.301005e-2	1.000000e+0	1.000000e+0	1.204673e+1	8.301005e-2	1	1	5.630631e-4	1.000000e+0	chr6_47877532_47877608,chr6_47877672_47877920	Zfp282
Ensembl Genes	12338	S100a11	24	6.962654e-4	1.000000e+0	6.206916e-1	5.290515e+1	3.780350e-2	2	3.033989e-5	1.605136e-3	1	8.301005e-2	1.000000e+0	1.000000e+0	1.204673e+1	8.301005e-2	1	1	5.630631e-4	1.000000e+0	chr3_93520342_93520566,chr3_93520645_93520806	S100a11
Ensembl Genes	11516	Tgif2	25	6.997103e-4	1.000000e+0	5.988121e-1	5.277310e+1	3.789810e-2	2	3.041581e-5	1.605136e-3	1	8.301005e-2	1.000000e+0	1.000000e+0	1.204673e+1	8.301005e-2	1	1	5.630631e-4	1.000000e+0	chr2_156789214_156789609,chr2_156839689_156840087	Tgif2
Ensembl Genes	16763	Bicra	26	7.649438e-4	1.000000e+0	6.294605e-1	5.044345e+1	3.964836e-2	2	3.182051e-5	1.605136e-3	1	8.301005e-2	1.000000e+0	1.000000e+0	1.204673e+1	8.301005e-2	1	1	5.630631e-4	1.000000e+0	chr7_16048209_16048402,chr7_16048481_16048575	Bicra
Ensembl Genes	13591	Gm8439	27	8.020924e-4	1.000000e+0	6.355840e-1	4.924572e+1	4.061267e-2	2	3.259444e-5	1.605136e-3	1	8.301005e-2	1.000000e+0	1.000000e+0	1.204673e+1	8.301005e-2	1	1	5.630631e-4	1.000000e+0	chr4_120589744_120590208,chr4_120649685_120649843	Gm8439
Ensembl Genes	9734	Lipn	28	8.084683e-4	1.000000e+0	6.177564e-1	4.904849e+1	4.077597e-2	2	3.272550e-5	1.605136e-3	1	8.301005e-2	1.000000e+0	1.000000e+0	1.204673e+1	8.301005e-2	1	1	5.630631e-4	1.000000e+0	chr19_34091222_34091597,chr19_34091669_34092166	Lipn
Ensembl Genes	18221	D430042O09Rik	29	8.229864e-4	1.000000e+0	6.071653e-1	1.684158e+1	1.781305e-1	3	1.429619e-4	2.407705e-3	1	8.301005e-2	1.000000e+0	1.000000e+0	1.204673e+1	8.301005e-2	1	1	5.630631e-4	1.000000e+0	chr7_125864102_125864521,chr7_125983996_125984404,chr7_126007548_126007796	D430042O09Rik
Ensembl Genes	13618	Pabpc4	30	8.351337e-4	1.000000e+0	5.955895e-1	4.824827e+1	4.145226e-2	2	3.326827e-5	1.605136e-3	1	8.301005e-2	1.000000e+0	1.000000e+0	1.204673e+1	8.301005e-2	1	1	5.630631e-4	1.000000e+0	chr4_123282619_123282829,chr4_123311755_123312281	Pabpc4
Ensembl Genes	14604	Rest	31	8.463165e-4	1.000000e+0	5.840949e-1	4.792398e+1	4.173276e-2	2	3.349338e-5	1.605136e-3	1	8.301005e-2	1.000000e+0	1.000000e+0	1.204673e+1	8.301005e-2	1	1	5.630631e-4	1.000000e+0	chr5_77242342_77242692,chr5_77265017_77266000	Rest
Ensembl Genes	2055	Ctdsp2	32	8.592586e-4	1.000000e+0	5.744949e-1	4.755662e+1	4.205514e-2	2	3.375212e-5	1.605136e-3	1	8.301005e-2	1.000000e+0	1.000000e+0	1.204673e+1	8.301005e-2	1	1	5.630631e-4	1.000000e+0	chr10_126935825_126936043,chr10_126978481_126978902	Ctdsp2
Ensembl Genes	7003	Atp5g2	33	8.853904e-4	1.000000e+0	5.740281e-1	4.683956e+1	4.269895e-2	2	3.426882e-5	1.605136e-3	1	8.301005e-2	1.000000e+0	1.000000e+0	1.204673e+1	8.301005e-2	1	1	5.630631e-4	1.000000e+0	chr15_102692607_102692784,chr15_102692850_102693180	Atp5g2
Ensembl Genes	16151	Vgll4	34	9.150431e-4	1.000000e+0	5.758043e-1	1.622978e+1	1.848454e-1	3	1.483510e-4	2.407705e-3	1	8.301005e-2	1.000000e+0	1.000000e+0	1.204673e+1	8.301005e-2	1	1	5.630631e-4	1.000000e+0	chr6_114953168_114953246,chr6_114970124_114970278,chr6_114997035_114997475	Vgll4
Ensembl Genes	1825	Txnrd1	35	9.194318e-4	1.000000e+0	5.620355e-1	4.595170e+1	4.352396e-2	2	3.493095e-5	1.605136e-3	1	8.301005e-2	1.000000e+0	1.000000e+0	1.204673e+1	8.301005e-2	1	1	5.630631e-4	1.000000e+0	chr10_82810461_82810727,chr10_82836161_82836336	Txnrd1
Ensembl Genes	9735	Lipm	36	1.003830e-3	1.000000e+0	5.965817e-1	4.394866e+1	4.550765e-2	2	3.652299e-5	1.605136e-3	1	8.301005e-2	1.000000e+0	1.000000e+0	1.204673e+1	8.301005e-2	1	1	5.630631e-4	1.000000e+0	chr19_34091222_34091597,chr19_34091669_34092166	Lipm
Ensembl Genes	13056	Clta	37	1.045111e-3	1.000000e+0	6.043284e-1	4.305851e+1	4.644843e-2	2	3.727803e-5	1.605136e-3	1	8.301005e-2	1.000000e+0	1.000000e+0	1.204673e+1	8.301005e-2	1	1	5.630631e-4	1.000000e+0	chr4_44023773_44024207,chr4_44026016_44026307	Clta
Ensembl Genes	11683	Pfdn4	38	1.048805e-3	1.000000e+0	5.905048e-1	4.298142e+1	4.653173e-2	2	3.734489e-5	1.605136e-3	1	8.301005e-2	1.000000e+0	1.000000e+0	1.204673e+1	8.301005e-2	1	1	5.630631e-4	1.000000e+0	chr2_170533984_170534641,chr2_170538308_170538530	Pfdn4
Ensembl Genes	18865	Pdlim3	39	1.113609e-3	1.000000e+0	6.109145e-1	1.515207e+1	1.979928e-1	3	1.589027e-4	2.407705e-3	1	8.301005e-2	1.000000e+0	1.000000e+0	1.204673e+1	8.301005e-2	1	1	5.630631e-4	1.000000e+0	chr8_45621887_45622340,chr8_45726316_45726580,chr8_45726826_45726959	Pdlim3
Ensembl Genes	5202	Gm10260	40	1.222476e-3	1.000000e+0	6.538719e-1	8.825299e+0	4.532425e-1	4	3.637580e-4	3.210273e-3	1	8.301005e-2	1.000000e+0	1.000000e+0	1.204673e+1	8.301005e-2	1	1	5.630631e-4	1.000000e+0	chr13_97305438_97305527,chr13_97305582_97305989,chr13_97341341_97341946,chr13_98062238_98062527	Gm10260
Ensembl Genes	12137	Gm6525	41	1.270774e-3	1.000000e+0	6.631271e-1	3.898591e+1	5.130058e-2	2	4.117222e-5	1.605136e-3	1	8.301005e-2	1.000000e+0	1.000000e+0	1.204673e+1	8.301005e-2	1	1	5.630631e-4	1.000000e+0	chr3_84186068_84186233,chr3_84191475_84192013	Gm6525
Ensembl Genes	10419	Lypd6b	42	1.275030e-3	1.000000e+0	6.495064e-1	1.444918e+1	2.076242e-1	3	1.666326e-4	2.407705e-3	1	8.301005e-2	1.000000e+0	1.000000e+0	1.204673e+1	8.301005e-2	1	1	5.630631e-4	1.000000e+0	chr2_49810141_49810408,chr2_49904268_49904660,chr2_50005168_50005619	Lypd6b
Ensembl Genes	18864	Sorbs2	43	1.479264e-3	1.000000e+0	7.360198e-1	1.371327e+1	2.187662e-1	3	1.755748e-4	2.407705e-3	1	8.301005e-2	1.000000e+0	1.000000e+0	1.204673e+1	8.301005e-2	1	1	5.630631e-4	1.000000e+0	chr8_45621887_45622340,chr8_45726316_45726580,chr8_45726826_45726959	Sorbs2
Ensembl Genes	19648	Cwc15	44	1.494632e-3	1.000000e+0	7.267648e-1	3.589542e+1	5.571741e-2	2	4.471702e-5	1.605136e-3	1	8.301005e-2	1.000000e+0	1.000000e+0	1.204673e+1	8.301005e-2	1	1	5.630631e-4	1.000000e+0	chr9_14568777_14568924,chr9_14568979_14569130	Cwc15
Ensembl Genes	3794	Actg1	45	1.600386e-3	1.000000e+0	7.608946e-1	3.466648e+1	5.769263e-2	2	4.630227e-5	1.605136e-3	1	8.301005e-2	1.000000e+0	1.000000e+0	1.204673e+1	8.301005e-2	1	1	5.630631e-4	1.000000e+0	chr11_120237033_120237185,chr11_120237448_120238459	Actg1
Ensembl Genes	18222	Gsg1l	46	1.685250e-3	1.000000e+0	7.838244e-1	1.309680e+1	2.290635e-1	3	1.838391e-4	2.407705e-3	1	8.301005e-2	1.000000e+0	1.000000e+0	1.204673e+1	8.301005e-2	1	1	5.630631e-4	1.000000e+0	chr7_125864102_125864521,chr7_125983996_125984404,chr7_126007548_126007796	Gsg1l
Ensembl Genes	5171	Ap3b1	47	1.748297e-3	1.000000e+0	7.958471e-1	1.292790e+1	2.320563e-1	3	1.862410e-4	2.407705e-3	1	8.301005e-2	1.000000e+0	1.000000e+0	1.204673e+1	8.301005e-2	1	1	5.630631e-4	1.000000e+0	chr13_94307130_94307355,chr13_94596152_94596263,chr13_94596318_94596759	Ap3b1
Ensembl Genes	18155	Knop1	48	1.752318e-3	1.000000e+0	7.810592e-1	3.309961e+1	6.042367e-2	2	4.849412e-5	1.605136e-3	1	8.301005e-2	1.000000e+0	1.000000e+0	1.204673e+1	8.301005e-2	1	1	5.630631e-4	1.000000e+0	chr7_118932094_118932386,chr7_118963188_118963643	Knop1
Ensembl Genes	15400	Katnal1	49	1.761344e-3	1.000000e+0	7.690603e-1	1.289396e+1	2.326671e-1	3	1.867312e-4	2.407705e-3	1	8.301005e-2	1.000000e+0	1.000000e+0	1.204673e+1	8.301005e-2	1	1	5.630631e-4	1.000000e+0	chr5_148789001_148789078,chr5_148789138_148789441,chr5_148789509_148789564	Katnal1
Ensembl Genes	1491	Slc29a3	50	1.771118e-3	1.000000e+0	7.578614e-1	3.291987e+1	6.075358e-2	2	4.875889e-5	1.605136e-3	1	8.301005e-2	1.000000e+0	1.000000e+0	1.204673e+1	8.301005e-2	1	1	5.630631e-4	1.000000e+0	chr10_60794390_60794719,chr10_60813871_60814249	Slc29a3
Ensembl Genes	7109	Shisa9	51	1.791597e-3	1.000000e+0	7.515925e-1	7.942123e+0	5.036437e-1	4	4.042084e-4	3.210273e-3	1	8.301005e-2	1.000000e+0	1.000000e+0	1.204673e+1	8.301005e-2	1	1	5.630631e-4	1.000000e+0	chr16_11915825_11916145,chr16_12234992_12235158,chr16_12711788_12711901,chr16_12770656_12770965	Shisa9
Ensembl Genes	14581	Lnx1	52	1.891663e-3	1.000000e+0	7.783102e-1	1.257234e+1	2.386191e-1	3	1.915081e-4	2.407705e-3	1	8.301005e-2	1.000000e+0	1.000000e+0	1.204673e+1	8.301005e-2	1	1	5.630631e-4	1.000000e+0	chr5_74593093_74593318,chr5_74633390_74633598,chr5_74645293_74645686	Lnx1
Ensembl Genes	10420	Lypd6	53	1.891716e-3	1.000000e+0	7.636465e-1	1.257221e+1	2.386215e-1	3	1.915100e-4	2.407705e-3	1	8.301005e-2	1.000000e+0	1.000000e+0	1.204673e+1	8.301005e-2	1	1	5.630631e-4	1.000000e+0	chr2_49810141_49810408,chr2_49904268_49904660,chr2_50005168_50005619	Lypd6
Ensembl Genes	10332	Pbx3	54	1.915045e-3	1.000000e+0	7.587479e-1	1.251775e+1	2.396597e-1	3	1.923432e-4	2.407705e-3	1	8.301005e-2	1.000000e+0	1.000000e+0	1.204673e+1	8.301005e-2	1	1	5.630631e-4	1.000000e+0	chr2_34090516_34091046,chr2_34249606_34250031,chr2_34253081_34253391	Pbx3
Ensembl Genes	3265	Dlx4	55	1.944920e-3	1.000000e+0	7.565739e-1	3.138364e+1	6.372746e-2	2	5.114564e-5	1.605136e-3	1	8.301005e-2	1.000000e+0	1.000000e+0	1.204673e+1	8.301005e-2	1	1	5.630631e-4	1.000000e+0	chr11_95210790_95211021,chr11_95224198_95224551	Dlx4
Ensembl Genes	15399	Ubl3	56	2.061797e-3	1.000000e+0	7.877169e-1	1.219431e+1	2.460164e-1	3	1.974450e-4	2.407705e-3	1	8.301005e-2	1.000000e+0	1.000000e+0	1.204673e+1	8.301005e-2	1	1	5.630631e-4	1.000000e+0	chr5_148789001_148789078,chr5_148789138_148789441,chr5_148789509_148789564	Ubl3
Ensembl Genes	20219	Tle3	57	2.096764e-3	1.000000e+0	7.870222e-1	7.602287e+0	5.261575e-1	4	4.222773e-4	3.210273e-3	1	8.301005e-2	1.000000e+0	1.000000e+0	1.204673e+1	8.301005e-2	1	1	5.630631e-4	1.000000e+0	chr9_61251453_61251509,chr9_61251569_61251938,chr9_61434182_61434522,chr9_61853766_61854234	Tle3
Ensembl Genes	14938	Sppl3	58	2.142656e-3	1.000000e+0	7.903815e-1	2.986849e+1	6.696019e-2	2	5.374012e-5	1.605136e-3	1	8.301005e-2	1.000000e+0	1.000000e+0	1.204673e+1	8.301005e-2	1	1	5.630631e-4	1.000000e+0	chr5_115007564_115007861,chr5_115007920_115008110	Sppl3
Ensembl Genes	7110	Ercc4	59	2.261188e-3	1.000000e+0	8.199681e-1	7.443809e+0	5.373593e-1	4	4.312675e-4	3.210273e-3	1	8.301005e-2	1.000000e+0	1.000000e+0	1.204673e+1	8.301005e-2	1	1	5.630631e-4	1.000000e+0	chr16_12234992_12235158,chr16_12711788_12711901,chr16_12770656_12770965,chr16_13160296_13160519	Ercc4
Ensembl Genes	5201	Enc1	60	2.455769e-3	1.000000e+0	8.756863e-1	1.145924e+1	2.617975e-1	3	2.101103e-4	2.407705e-3	1	8.301005e-2	1.000000e+0	1.000000e+0	1.204673e+1	8.301005e-2	1	1	5.630631e-4	1.000000e+0	chr13_97305438_97305527,chr13_97305582_97305989,chr13_97341341_97341946	Enc1
Ensembl Genes	13057	Gne	61	2.467296e-3	1.000000e+0	8.653737e-1	2.778808e+1	7.197330e-2	2	5.776348e-5	1.605136e-3	1	8.301005e-2	1.000000e+0	1.000000e+0	1.204673e+1	8.301005e-2	1	1	5.630631e-4	1.000000e+0	chr4_44023773_44024207,chr4_44026016_44026307	Gne
Ensembl Genes	4803	Tfap2a	62	2.524089e-3	1.000000e+0	8.710143e-1	1.134772e+1	2.643704e-1	3	2.121753e-4	2.407705e-3	1	8.301005e-2	1.000000e+0	1.000000e+0	1.204673e+1	8.301005e-2	1	1	5.630631e-4	1.000000e+0	chr13_40441556_40441677,chr13_40642935_40643262,chr13_40717109_40717357	Tfap2a
Ensembl Genes	1824	Nfyb	63	2.542260e-3	1.000000e+0	8.633596e-1	2.736525e+1	7.308539e-2	2	5.865601e-5	1.605136e-3	1	8.301005e-2	1.000000e+0	1.000000e+0	1.204673e+1	8.301005e-2	1	1	5.630631e-4	1.000000e+0	chr10_82810461_82810727,chr10_82836161_82836336	Nfyb
Ensembl Genes	13592	Cited4	64	2.581059e-3	1.000000e+0	8.628400e-1	2.715368e+1	7.365485e-2	2	5.911304e-5	1.605136e-3	1	8.301005e-2	1.000000e+0	1.000000e+0	1.204673e+1	8.301005e-2	1	1	5.630631e-4	1.000000e+0	chr4_120589744_120590208,chr4_120649685_120649843	Cited4
Ensembl Genes	3266	Tac4	65	2.628862e-3	1.000000e+0	8.653000e-1	2.689947e+1	7.435090e-2	2	5.967167e-5	1.605136e-3	1	8.301005e-2	1.000000e+0	1.000000e+0	1.204673e+1	8.301005e-2	1	1	5.630631e-4	1.000000e+0	chr11_95210790_95211021,chr11_95224198_95224551	Tac4
Ensembl Genes	3021	Bhlha9	66	2.707483e-3	1.000000e+0	8.776757e-1	2.649612e+1	7.548276e-2	2	6.058006e-5	1.605136e-3	1	8.301005e-2	1.000000e+0	1.000000e+0	1.204673e+1	8.301005e-2	1	1	5.630631e-4	1.000000e+0	chr11_76658988_76659845,chr11_76666098_76666663	Bhlha9
Ensembl Genes	5515	Zfp503	67	2.718884e-3	1.000000e+0	8.682168e-1	2.643908e+1	7.564559e-2	2	6.071075e-5	1.605136e-3	1	8.301005e-2	1.000000e+0	1.000000e+0	1.204673e+1	8.301005e-2	1	1	5.630631e-4	1.000000e+0	chr14_21892080_21892359,chr14_21995188_21995826	Zfp503
Ensembl Genes	5553	Lrtm1	68	2.823107e-3	1.000000e+0	8.882408e-1	6.994662e+0	5.718647e-1	4	4.589604e-4	3.210273e-3	1	8.301005e-2	1.000000e+0	1.000000e+0	1.204673e+1	8.301005e-2	1	1	5.630631e-4	1.000000e+0	chr14_28506691_28506994,chr14_28511067_28511274,chr14_28972936_28973118,chr14_29202940_29203359	Lrtm1
Ensembl Genes	9897	Trim8	69	2.950811e-3	1.000000e+0	9.149652e-1	2.535158e+1	7.889056e-2	2	6.331506e-5	1.605136e-3	1	8.301005e-2	1.000000e+0	1.000000e+0	1.204673e+1	8.301005e-2	1	1	5.630631e-4	1.000000e+0	chr19_46499832_46500414,chr19_46501282_46501531	Trim8
Ensembl Genes	20700	Glb1	70	3.007478e-3	1.000000e+0	9.192142e-1	3.320046e+2	3.012006e-3	1	2.417340e-6	8.025682e-4	1	8.301005e-2	1.000000e+0	1.000000e+0	1.204673e+1	8.301005e-2	1	1	5.630631e-4	1.000000e+0	chr9_114400958_114401274	Glb1
Ensembl Genes	8707	Zfp36l2	71	3.228104e-3	1.000000e+0	9.727505e-1	1.039196e+1	2.886848e-1	3	2.316892e-4	2.407705e-3	1	8.301005e-2	1.000000e+0	1.000000e+0	1.204673e+1	8.301005e-2	1	1	5.630631e-4	1.000000e+0	chr17_84049498_84049706,chr17_84049806_84050052,chr17_84318318_84318506	Zfp36l2
Ensembl Genes	15723	Malsu1	72	3.256733e-3	1.000000e+0	9.677473e-1	2.409883e+1	8.299159e-2	2	6.660642e-5	1.605136e-3	1	8.301005e-2	1.000000e+0	1.000000e+0	1.204673e+1	8.301005e-2	1	1	5.630631e-4	1.000000e+0	chr6_49073608_49073946,chr6_49195079_49195469	Malsu1
Ensembl Genes	505	Iqca	73	3.367495e-3	1.000000e+0	9.869528e-1	2.368791e+1	8.443124e-2	2	6.776183e-5	1.605136e-3	1	8.301005e-2	1.000000e+0	1.000000e+0	1.204673e+1	8.301005e-2	1	1	5.630631e-4	1.000000e+0	chr1_90028425_90028729,chr1_90110618_90110901	Iqca
Ensembl Genes	13071	Slc25a51	74	3.621008e-3	1.000000e+0	1.000000e+0	2.281941e+1	8.764467e-2	2	7.034083e-5	1.605136e-3	1	8.301005e-2	1.000000e+0	1.000000e+0	1.204673e+1	8.301005e-2	1	1	5.630631e-4	1.000000e+0	chr4_45493225_45493503,chr4_45499587_45499891	Slc25a51
Ensembl Genes	3028	Nsrp1	75	3.702088e-3	1.000000e+0	1.000000e+0	2.256065e+1	8.864993e-2	2	7.114762e-5	1.605136e-3	1	8.301005e-2	1.000000e+0	1.000000e+0	1.204673e+1	8.301005e-2	1	1	5.630631e-4	1.000000e+0	chr11_77093282_77093659,chr11_77093718_77093934	Nsrp1
